x,U_0,U_1,U_2
-0.152,5.3602e-14,-5.17286e-31,0
-0.14945,2.9194e-14,1.91585e-19,0
-0.1464,8.75822e-14,2.16739e-19,0
-0.14335,1.31373e-13,-7.29831e-15,0
-0.1403,4.37911e-14,-3.64922e-14,0
-0.13725,1.02179e-13,-5.83876e-14,0
-0.1342,2.91939e-13,-6.56861e-14,0
-0.13115,5.25491e-13,-6.56861e-14,0
-0.1281,1.29913e-12,-4.37907e-14,0
-0.12505,3.57626e-12,-3.64923e-14,0
-0.122,8.96256e-12,-6.56862e-14,0
-0.11895,2.22312e-11,-5.10893e-14,0
-0.1159,5.54101e-11,-3.64924e-14,0
-0.11285,1.37507e-10,-9.48802e-14,1.75598e-37
-0.1098,3.40241e-10,-1.24074e-13,1.73575e-37
-0.10675,8.39687e-10,-2.18954e-13,0
-0.1037,2.06543e-09,-5.32789e-13,0
-0.10065,5.06246e-09,-1.11667e-12,0
-0.0976,1.23637e-08,-2.29902e-12,0
-0.09455,3.00782e-08,-4.74402e-12,0
-0.0915,7.28739e-08,-9.6851e-12,0
-0.08845,1.75791e-07,-1.95016e-11,0
-0.0854,4.2208e-07,-3.87404e-11,0
-0.08235,1.00839e-06,-7.59992e-11,0
-0.0793,2.39632e-06,-1.46758e-10,0
-0.07625,5.66191e-06,-2.78503e-10,0
-0.0732,1.32951e-05,-5.19201e-10,0
-0.07015,3.10107e-05,-9.49316e-10,0
-0.0671,7.18082e-05,-1.69814e-09,0
-0.06405,0.000164968,-2.96137e-09,0
-0.061,0.000375721,-5.00607e-09,0
-0.05795,0.000847638,-8.11614e-09,1.39199e-37
-0.0549,0.00189239,-1.23565e-08,1.37176e-37
-0.05185,0.00417614,-1.68364e-08,0
-0.0488,0.00909775,-1.75139e-08,0
-0.04575,0.0195351,-1.32095e-09,0
-0.0427,0.0412688,6.90156e-08,-1.29068e-37
-0.03965,0.0855859,2.90983e-07,-1.27046e-37
-0.0366,0.173788,9.00981e-07,0
-0.03355,0.344423,2.43203e-06,1.22868e-37
-0.0305,0.663657,5.98695e-06,1.20848e-37
-0.02745,1.23745,1.35955e-05,0
-0.0244,2.21979,2.83422e-05,0
-0.02135,3.803,5.31313e-05,-1.13584e-37
-0.0183,6.16438,8.53477e-05,-1.11585e-37
-0.01525,9.33549,0.000101505,0
-0.0122,12.988,4.0763e-05,0
-0.00915,16.2912,-0.000200363,0
-0.0061,18.1404,-0.000452464,0
-0.00305,18.8154,-0.000354255,0
-8.27181e-25,19.9276,-0.000184885,0
0.00305,20.391,-0.000180779,0
0.0061,19.6521,-0.000171422,0
0.00915,18.1375,-0.000113847,0
0.0122,15.0494,-2.49445e-05,0
0.01525,11.1376,2.51479e-05,-4.62284e-38
0.0183,7.49339,3.72899e-05,-2.58214e-40
0.02135,4.66652,3.12832e-05,4.3914e-38
0.0244,2.73122,2.15153e-05,0
0.02745,1.52079,1.32087e-05,-4.14066e-38
0.0305,0.81317,7.51275e-06,-4.03926e-38
0.03355,0.420485,4.03627e-06,0
0.0366,0.211397,2.06938e-06,0
0.03965,0.103759,1.01591e-06,0
0.0427,0.0498831,4.77294e-07,0
0.04575,0.0235514,2.13434e-07,0
0.0488,0.0109434,8.96549e-08,0
0.05185,0.00501343,3.43857e-08,0
0.0549,0.00226788,1.11952e-08,0
0.05795,0.00101428,2.31196e-09,0
0.061,0.000448981,-5.70796e-10,0
0.06405,0.000196897,-1.16006e-09,2.91558e-38
0.0671,8.56142e-05,-1.00825e-09,2.81447e-38
0.07015,3.69372e-05,-7.06512e-10,0
0.0732,1.58221e-05,-4.45377e-10,0
0.07625,6.73268e-06,-2.63063e-10,0
0.0793,2.84743e-06,-1.48439e-10,0
0.08235,1.19743e-06,-8.08841e-11,0
0.0854,5.00897e-07,-4.286e-11,0
0.08845,2.08499e-07,-2.21726e-11,0
0.0915,8.63881e-08,-1.12549e-11,0
0.09455,3.56388e-08,-5.59545e-12,0
0.0976,1.46429e-08,-2.71876e-12,0
0.10065,5.99335e-09,-1.31883e-12,0
0.1037,2.44427e-09,-6.27406e-13,0
0.10675,9.93401e-10,-2.90229e-13,0
0.1098,4.02369e-10,-1.23774e-13,0
0.11285,1.6246e-10,-4.69488e-14,0
0.1159,6.53913e-11,-2.56084e-14,0
0.11895,2.62319e-11,-2.13404e-14,0
0.122,1.04728e-11,-8.53614e-15,0
0.12505,4.19569e-12,7.15446e-21,-8.93403e-39
0.1281,1.6946e-12,-2.56084e-14,-7.92295e-39
0.13115,6.55578e-13,-5.12169e-14,-6.91186e-39
0.1342,2.47891e-13,-4.26807e-14,-5.90077e-39
0.13725,1.29061e-13,-2.98765e-14,0
0.1403,6.11202e-14,-4.26806e-15,0
0.14335,1.09276e-14,1.70723e-14,0
0.1464,-3.17532e-14,1.70723e-14,0
0.14945,-4.50668e-14,2.98766e-14,0
0.152,-7.388e-15,4.05818e-14,0
