x,p,T,maxKappa,minKappa
-0.152,68970,289,1.04274e-14,4.53337e-15
-0.14945,68970,289,6.36069e-14,2.76535e-14
-0.1464,68970,289,4.57787e-14,1.40346e-14
-0.14335,68970,289,3.45911e-14,1.11171e-14
-0.1403,68970,289,3.67254e-14,7.06748e-15
-0.13725,68970,289,3.90789e-14,5.3006e-15
-0.1342,68970,289,4.9936e-14,7.06745e-15
-0.13115,68970,289,5.75267e-14,7.06745e-15
-0.1281,68970,289,5.93529e-14,6.184e-15
-0.12505,68970,289,5.67435e-14,1.31512e-14
-0.122,68970,289,4.88335e-14,1.45209e-14
-0.11895,68970,289,5.00547e-14,8.49652e-15
-0.1159,68970,289,5.47912e-14,1.20302e-14
-0.11285,68970,289,4.41715e-14,1.48587e-14
-0.1098,68970,289,4.06377e-14,8.64497e-15
-0.10675,68970,289,4.77051e-14,3.6228e-15
-0.1037,68970,289,3.11279e-14,4.50623e-15
-0.10065,68970,289,2.49439e-14,4.96279e-15
-0.0976,68970,289,3.97544e-14,3.65249e-15
-0.09455,68970,289,3.55747e-14,4.56562e-15
-0.0915,68970,289,4.35256e-14,8.5856e-15
-0.08845,68970,289,4.50549e-14,8.09934e-15
-0.0854,68970,289,3.81954e-14,5.87591e-15
-0.08235,68970,289,4.17291e-14,5.35997e-15
-0.0793,68970,289,3.10092e-14,3.53373e-15
-0.07625,68970,289,2.57085e-14,6.30278e-15
-0.0732,68970,289,3.94053e-14,5.41935e-15
-0.07015,68970,289,5.49581e-14,7.67247e-15
-0.0671,68970,289,6.14911e-14,1.63471e-14
-0.06405,68970,289,6.36069e-14,1.46099e-14
-0.061,68970,289,5.05039e-14,6.39185e-15
-0.05795,68970,289,3.52963e-14,9.13126e-16
-0.0549,68970,289,5.72335e-14,8.40743e-15
-0.05185,68970,289,6.71406e-14,1.34296e-14
-0.0488,68970,289,6.12015e-14,1.09574e-14
-0.04575,68970,289,1.47469e-12,2.93313e-14
-0.0427,68970,289,4.37568e-11,4.68217e-14
-0.03965,68970,289,1.23333e-09,8.83429e-14
-0.0366,68970,289,3.40982e-08,4.02844e-13
-0.03355,68970,289,9.2521e-07,1.80926e-12
-0.0305,68969.9,289,2.45844e-05,5.52003e-11
-0.02745,68969,288.999,0.000623747,9.94694e-10
-0.0244,68946.8,288.98,0.0129716,5.53436e-09
-0.02135,68664.1,288.703,0.130782,5.77325e-07
-0.0183,67478.2,287.332,0.440788,5.11072e-06
-0.01525,65694.5,285.075,0.754464,2.57617e-05
-0.0122,64445.4,283.391,0.906249,3.60661e-05
-0.00915,63946.8,282.793,0.958903,1.67864e-05
-0.0061,63782.4,283.105,0.969483,2.85155e-05
-0.00305,63728.9,284.653,0.967176,5.65805e-05
-8.27181e-25,63756.1,287.845,0.961053,3.0701e-05
0.00305,63771.3,291.633,0.952652,5.35805e-05
0.0061,63726.6,294.202,0.94284,6.80018e-05
0.00915,63651.7,295.156,0.928572,1.59084e-05
0.0122,63377.7,295.052,0.89807,2.53805e-06
0.01525,62528.8,293.875,0.813772,5.5519e-06
0.0183,60915.9,291.551,0.574743,7.47979e-06
0.02135,59489,289.615,0.228794,3.92535e-06
0.0244,59016.9,289.047,0.031002,2.62318e-07
0.02745,58972.1,289.002,0.00153977,7.89312e-09
0.0305,58970.1,289,5.74055e-05,1.05866e-10
0.03355,58970,289,2.02701e-06,6.62103e-12
0.0366,58970,289,7.03936e-08,2.88945e-12
0.03965,58970,289,2.41301e-09,1.87533e-13
0.0427,58970,289,8.16034e-11,8.1626e-14
0.04575,58970,289,2.74655e-12,3.3348e-14
0.0488,58970,289,1.16545e-13,1.14872e-14
0.05185,58970,289,6.66439e-14,1.22816e-14
0.0549,58970,289,4.59487e-14,1.63625e-14
0.05795,58970,289,4.15944e-14,1.10227e-14
0.061,58970,289,4.67909e-14,7.40632e-15
0.06405,58970,289,3.97797e-14,5.80437e-15
0.0671,58970,289,3.92631e-14,5.07285e-15
0.07015,58970,289,4.7529e-14,3.70316e-15
0.0732,58970,289,3.9936e-14,3.16917e-15
0.07625,58970,289,2.40532e-14,6.26889e-15
0.0793,58970,289,4.4045e-14,6.19944e-15
0.08235,58970,289,6.5094e-14,3.09972e-15
0.0854,58970,289,5.47616e-14,4.23714e-15
0.08845,58970,289,4.18461e-14,4.27187e-15
0.0915,58970,289,5.26952e-14,5.87381e-15
0.09455,58970,289,5.28514e-14,4.80585e-15
0.0976,58970,289,4.82019e-14,4.96867e-15
0.10065,58970,289,4.17876e-14,8.06838e-15
0.1037,58970,289,3.55881e-14,9.08425e-15
0.10675,58970,289,3.87464e-14,8.05101e-15
0.1098,58970,289,3.14725e-14,8.20729e-15
0.11285,58970,289,4.03874e-14,9.24052e-15
0.1159,58970,289,4.25168e-14,4.9513e-15
0.11895,58970,289,5.03942e-14,5.25302e-15
0.122,58970,289,4.75333e-14,5.98453e-15
0.12505,58970,289,2.86746e-14,5.787e-15
0.1281,58970,289,3.20304e-14,5.07284e-15
0.13115,58970,289,2.78975e-14,5.07284e-15
0.1342,58970,289,1.9115e-14,4.23714e-15
0.13725,58970,289,3.40969e-14,2.10121e-15
0.1403,58970,289,4.23628e-14,2.13594e-15
0.14335,58970,289,5.99279e-14,7.38894e-15
0.1464,58970,289,5.90162e-14,8.38745e-15
0.14945,58970,289,4.9717e-14,9.54227e-15
0.152,58970,289,8.15033e-15,1.56431e-15
