x,p,T,maxKappa,minKappa
-0.152,68970,289,0.0812772,0.0210023
-0.14945,68970,289,0.495791,0.128114
-0.1464,68970,289,0.495791,0.128114
-0.14335,68970,289,0.495791,0.128114
-0.1403,68970,289,0.495791,0.128114
-0.13725,68970,289,0.495791,0.128114
-0.1342,68970,289,0.495791,0.128114
-0.13115,68970,289,0.495791,0.128114
-0.1281,68970,289,0.495791,0.128114
-0.12505,68970,289,0.495791,0.128114
-0.122,68970,289,0.495791,0.128114
-0.11895,68970,289,0.495791,0.128114
-0.1159,68970,289,0.495791,0.128114
-0.11285,68970,289,0.495791,0.128114
-0.1098,68970,289,0.495791,0.128114
-0.10675,68970,289,0.495791,0.128114
-0.1037,68970,289,0.495791,0.128114
-0.10065,68970,289,0.495791,0.128114
-0.0976,68970,289,0.495791,0.128114
-0.09455,68970,289,0.495791,0.128114
-0.0915,68969.9,289,0.495791,0.128114
-0.08845,68969.9,289,0.495791,0.128114
-0.0854,68969.9,289,0.495791,0.128114
-0.08235,68969.8,289,0.495791,0.128114
-0.0793,68969.6,289,0.495791,0.128114
-0.07625,68969.4,289,0.495791,0.128114
-0.0732,68969.1,289,0.495791,0.128114
-0.07015,68968.6,289,0.495791,0.128114
-0.0671,68967.8,289,0.495791,0.128114
-0.06405,68966.7,288.999,0.495791,0.128114
-0.061,68965,288.999,0.495791,0.128114
-0.05795,68962.4,288.999,0.495792,0.128113
-0.0549,68958,288.999,0.495793,0.128114
-0.05185,68951.2,288.998,0.495795,0.128114
-0.0488,68942,288.997,0.495796,0.128115
-0.04575,68927.7,288.995,0.495799,0.128115
-0.0427,68904.2,288.991,0.495807,0.128116
-0.03965,68871.5,288.984,0.495819,0.128119
-0.0366,68825.1,288.975,0.495834,0.128123
-0.03355,68752.8,288.962,0.495857,0.128127
-0.0305,68648.1,288.938,0.495897,0.128134
-0.02745,68501.6,288.899,0.495959,0.128148
-0.0244,68291.5,288.868,0.496012,0.128164
-0.02135,67992.8,288.785,0.496163,0.128175
-0.0183,67563.2,288.329,0.496172,0.128209
-0.01525,67003.4,287.746,0.496737,0.128276
-0.0122,66359.5,287.649,0.497077,0.128228
-0.00915,65615.5,287.641,0.498215,0.127668
-0.0061,64854.5,287.486,0.49632,0.127602
-0.00305,64022.1,286.178,0.49815,0.127344
-8.27181e-25,63696.2,288.791,0.492574,0.126032
0.00305,63628.1,291.886,0.487159,0.12521
0.0061,63108.4,290.624,0.491353,0.126044
0.00915,62412.3,290.351,0.491618,0.127055
0.0122,61632.9,290.295,0.493548,0.127271
0.01525,60933.4,289.847,0.494302,0.127618
0.0183,60400.3,289.603,0.4947,0.127799
0.02135,60016.8,289.43,0.495043,0.127858
0.0244,59709,289.236,0.49539,0.127933
0.02745,59459.5,289.136,0.495564,0.128027
0.0305,59289.2,289.091,0.495639,0.128064
0.03355,59187,289.055,0.495696,0.128082
0.0366,59119.7,289.032,0.495736,0.128095
0.03965,59072.2,289.02,0.495758,0.128103
0.0427,59038.5,289.012,0.495771,0.128107
0.04575,59014.7,289.008,0.495778,0.128109
0.0488,58999.6,289.006,0.495782,0.128111
0.05185,58990,289.003,0.495786,0.128112
0.0549,58983.4,289.002,0.495789,0.128113
0.05795,58978.8,289.001,0.495789,0.128113
0.061,58975.7,289.001,0.49579,0.128113
0.06405,58973.7,289.001,0.49579,0.128114
0.0671,58972.5,289,0.495791,0.128114
0.07015,58971.7,289,0.495791,0.128114
0.0732,58971.1,289,0.495791,0.128114
0.07625,58970.7,289,0.495791,0.128114
0.0793,58970.4,289,0.495791,0.128114
0.08235,58970.3,289,0.495791,0.128114
0.0854,58970.2,289,0.495791,0.128114
0.08845,58970.2,289,0.495791,0.128114
0.0915,58970.1,289,0.495791,0.128114
0.09455,58970.1,289,0.495791,0.128114
0.0976,58970,289,0.495791,0.128114
0.10065,58970,289,0.495791,0.128114
0.1037,58970,289,0.495791,0.128114
0.10675,58970,289,0.495791,0.128114
0.1098,58970,289,0.495791,0.128114
0.11285,58970,289,0.495791,0.128114
0.1159,58970,289,0.495791,0.128114
0.11895,58970,289,0.495791,0.128114
0.122,58970,289,0.495791,0.128114
0.12505,58970,289,0.495791,0.128114
0.1281,58970,289,0.495791,0.128114
0.13115,58970,289,0.495791,0.128114
0.1342,58970,289,0.495791,0.128114
0.13725,58970,289,0.495791,0.128114
0.1403,58970,289,0.495791,0.128114
0.14335,58970,289,0.495791,0.128114
0.1464,58970,289,0.495791,0.128114
0.14945,58970,289,0.495791,0.128114
0.152,58970,289,0.0812772,0.0210023
