x,p,T,maxKappa,minKappa
-0.152,68970,289,9.81882e-09,2.67882e-11
-0.14945,68970,289,5.98948e-08,1.63408e-10
-0.1464,68970,289,1.0837e-07,1.97196e-10
-0.14335,68970,289,1.71471e-07,2.59264e-10
-0.1403,68970,289,2.57673e-07,3.59345e-10
-0.13725,68970,289,3.78408e-07,5.12064e-10
-0.1342,68969.9,289,5.4952e-07,7.36537e-10
-0.13115,68969.9,289,7.93236e-07,1.06148e-09
-0.1281,68969.9,289,1.14089e-06,1.52806e-09
-0.12505,68969.9,289,1.63668e-06,2.21062e-09
-0.122,68969.8,289,2.34298e-06,3.25689e-09
-0.11895,68969.6,289,3.3477e-06,4.77032e-09
-0.1159,68969.5,289,4.77365e-06,7.26612e-09
-0.11285,68969.3,289,6.79362e-06,1.04647e-08
-0.1098,68969,289,9.65008e-06,1.38582e-08
-0.10675,68968.6,289,1.36777e-05,1.9992e-08
-0.1037,68968.1,289,1.93421e-05,2.85123e-08
-0.10065,68967.3,289,2.72877e-05,4.16986e-08
-0.0976,68966.2,288.999,3.84014e-05,5.95001e-08
-0.09455,68964.6,288.999,5.39001e-05,8.35047e-08
-0.0915,68962.4,288.999,7.54291e-05,1.23127e-07
-0.08845,68959.5,288.998,0.000105235,1.68884e-07
-0.0854,68955.3,288.996,0.000146362,2.39637e-07
-0.08235,68949.6,288.995,0.000202848,3.29601e-07
-0.0793,68941.8,288.993,0.000280076,4.482e-07
-0.07625,68931.1,288.99,0.000385174,6.29771e-07
-0.0732,68916.5,288.986,0.000527453,8.27693e-07
-0.07015,68896.8,288.979,0.000718956,1.06046e-06
-0.0671,68870.2,288.97,0.000975124,1.38176e-06
-0.06405,68834.8,288.958,0.0013155,1.95419e-06
-0.061,68787.7,288.94,0.00176409,3.03705e-06
-0.05795,68725.8,288.916,0.00235,4.37422e-06
-0.0549,68644.9,288.882,0.00310956,5.50345e-06
-0.05185,68540.3,288.836,0.00408402,5.73365e-06
-0.0488,68406.3,288.772,0.00531769,6.70621e-06
-0.04575,68236.8,288.685,0.00686048,9.42905e-06
-0.0427,68024.9,288.57,0.00876467,9.54567e-06
-0.03965,67764.4,288.414,0.0110688,1.06088e-05
-0.0366,67449.7,288.208,0.0137991,1.19811e-05
-0.03355,67076.3,287.942,0.0169713,1.45293e-05
-0.0305,66644.6,287.598,0.0205399,1.7667e-05
-0.02745,66161.4,287.161,0.0243952,1.93015e-05
-0.0244,65640.6,286.626,0.0283837,2.20279e-05
-0.02135,65106.8,285.989,0.0322526,2.28208e-05
-0.0183,64597.8,285.254,0.0356478,2.51359e-05
-0.01525,64161.8,284.453,0.0381556,2.18753e-05
-0.0122,63886.4,283.651,0.0393721,1.71011e-05
-0.00915,63739.1,282.976,0.0396118,1.72448e-05
-0.0061,63685.7,282.683,0.0394026,1.47859e-05
-0.00305,63722.1,282.836,0.0390205,0.000136542
-8.27181e-25,63724.5,286.06,0.0388476,0.000134398
0.00305,63711.6,291.902,0.0383567,6.29505e-05
0.0061,63742.6,294.983,0.0379189,9.83249e-05
0.00915,63764.1,295.179,0.038139,0.000120858
0.0122,63714.9,294.766,0.038306,9.51075e-05
0.01525,63559.6,294.074,0.0379702,4.97896e-05
0.0183,63276.5,293.291,0.0367423,4.7092e-05
0.02135,62877.3,292.526,0.034448,2.56786e-05
0.0244,62412.1,291.834,0.0313172,3.80459e-05
0.02745,61926.2,291.232,0.0277163,5.16919e-05
0.0305,61452.9,290.724,0.023947,4.52898e-05
0.03355,61013.9,290.311,0.0202339,2.21484e-05
0.0366,60623.1,289.985,0.0167548,1.3814e-05
0.03965,60286.6,289.733,0.0136254,1.86024e-05
0.0427,60004.8,289.54,0.0109055,1.76103e-05
0.04575,59774,289.395,0.0086071,1.50815e-05
0.0488,59588.3,289.286,0.00670946,1.4951e-05
0.05185,59441.1,289.206,0.00517307,1.25344e-05
0.0549,59326,289.148,0.00394906,8.97663e-06
0.05795,59237,289.106,0.00298819,6.98561e-06
0.061,59169,289.075,0.00224392,4.82683e-06
0.06405,59117.4,289.053,0.00167339,3.48585e-06
0.0671,59078.6,289.038,0.00124014,2.61398e-06
0.07015,59049.6,289.027,0.000913718,1.96964e-06
0.0732,59028.1,289.018,0.000669708,1.50189e-06
0.07625,59012.2,289.013,0.000488619,1.07266e-06
0.0793,59000.5,289.009,0.000354961,7.59945e-07
0.08235,58992,289.006,0.000256819,5.43552e-07
0.0854,58985.8,289.004,0.000185129,3.8679e-07
0.08845,58981.3,289.003,0.000132998,2.87113e-07
0.0915,58978.1,289.002,9.5241e-05,2.04807e-07
0.09455,58975.8,289.001,6.80001e-05,1.47466e-07
0.0976,58974.1,289.001,4.8416e-05,1.0444e-07
0.10065,58972.9,289.001,3.43828e-05,7.12736e-08
0.1037,58972.1,289,2.43573e-05,5.24087e-08
0.10675,58971.5,289,1.72149e-05,3.82121e-08
0.1098,58971,289,1.21406e-05,2.67002e-08
0.11285,58970.7,289,8.54425e-06,1.83583e-08
0.1159,58970.5,289,6.00144e-06,1.24314e-08
0.11895,58970.3,289,4.20743e-06,9.12584e-09
0.122,58970.2,289,2.94411e-06,6.5414e-09
0.12505,58970.2,289,2.05626e-06,4.54817e-09
0.1281,58970.1,289,1.43322e-06,3.07959e-09
0.13115,58970.1,289,9.96385e-07,2.10019e-09
0.1342,58970.1,289,6.90192e-07,1.46056e-09
0.13725,58970,289,4.75258e-07,1.03588e-09
0.1403,58970,289,3.23634e-07,7.22531e-10
0.14335,58970,289,2.15366e-07,5.23054e-10
0.1464,58970,289,1.36112e-07,3.82137e-10
0.14945,58970,289,7.52285e-08,3.13695e-10
0.152,58970,289,1.23325e-08,5.14254e-11
