x,p,T,maxKappa,minKappa
-0.152,68970,289,0.163934,0.131264
-0.14945,68970,289,1,0.800712
-0.1464,68970,289,1,0.800712
-0.14335,68970,289,1,0.800712
-0.1403,68970,289,1,0.800712
-0.13725,68969.9,289,1,0.800712
-0.1342,68969.9,289,1,0.800712
-0.13115,68969.8,289,1,0.800712
-0.1281,68969.6,289,1,0.800712
-0.12505,68969.1,289,1,0.800712
-0.122,68968.4,288.999,1,0.800713
-0.11895,68966.9,288.999,1,0.800714
-0.1159,68964.5,288.997,1,0.800717
-0.11285,68960.4,288.994,1,0.800722
-0.1098,68953.2,288.989,1,0.800732
-0.10675,68940.7,288.981,1,0.800749
-0.1037,68920.3,288.967,1,0.800779
-0.10065,68889.1,288.944,1,0.800826
-0.0976,68840.8,288.909,1,0.800901
-0.09455,68765.7,288.853,1,0.801022
-0.0915,68653.6,288.763,1,0.801215
-0.08845,68491.9,288.628,1,0.801516
-0.0854,68265.1,288.431,1,0.801963
-0.08235,67972.6,288.156,1,0.80261
-0.0793,67627.8,287.817,1,0.803462
-0.07625,67231.1,287.393,1,0.804512
-0.0732,66784.6,286.898,1,0.805805
-0.07015,66302.1,286.346,1,0.80729
-0.0671,65819.7,285.726,1,0.808957
-0.06405,65384,285.154,1,0.81063
-0.061,64966.2,284.56,1,0.812222
-0.05795,64588.4,283.993,1,0.813957
-0.0549,64322.8,283.579,1,0.815468
-0.05185,64155.3,283.268,1,0.816501
-0.0488,64033.4,283.045,1,0.81726
-0.04575,63947.3,282.892,1,0.817795
-0.0427,63895.7,282.8,1,0.818144
-0.03965,63858.5,282.745,1,0.818361
-0.0366,63838.7,282.731,1,0.818453
-0.03355,63828.5,282.728,1,0.818466
-0.0305,63821.5,282.72,1,0.818479
-0.02745,63815.3,282.7,1,0.818515
-0.0244,63809.1,282.662,1,0.818594
-0.02135,63803.6,282.614,1,0.818726
-0.0183,63800.1,282.581,1,0.818857
-0.01525,63797.6,282.576,1,0.818888
-0.0122,63795.2,282.61,1,0.818712
-0.00915,63791.7,282.751,1,0.818029
-0.0061,63787.9,283.172,1,0.816202
-0.00305,63785.8,284.117,1,0.812483
-8.27181e-25,63782.7,285.787,1,0.806582
0.00305,63779.8,288.134,1,0.799245
0.0061,63782.8,290.752,1,0.792153
0.00915,63789.2,293.045,1,0.786898
0.0122,63795.3,294.59,1,0.783979
0.01525,63802,295.37,1,0.78283
0.0183,63807.1,295.644,1,0.782583
0.02135,63809,295.694,1,0.782583
0.0244,63807.7,295.675,1,0.782589
0.02745,63804.4,295.632,1,0.782666
0.0305,63801,295.594,1,0.782799
0.03355,63797.1,295.581,1,0.782871
0.0366,63788,295.576,1,0.782887
0.03965,63769.9,295.562,1,0.782906
0.0427,63745.1,295.531,1,0.78296
0.04575,63720.6,295.488,1,0.783053
0.0488,63687.1,295.412,1,0.783189
0.05185,63626.7,295.273,1,0.783462
0.0549,63538,295.086,1,0.783903
0.05795,63407.2,294.845,1,0.784443
0.061,63201.4,294.459,1,0.785202
0.06405,62909,293.943,1,0.786422
0.0671,62557.6,293.347,1,0.787962
0.07015,62149.5,292.704,1,0.789618
0.0732,61652.9,291.994,1,0.791426
0.07625,61107.8,291.264,1,0.79346
0.0793,60599.1,290.656,1,0.795386
0.08235,60159.4,290.156,1,0.7969
0.0854,59798.2,289.772,1,0.798114
0.08845,59531.1,289.503,1,0.79901
0.0915,59344.7,289.319,1,0.79962
0.09455,59210.6,289.197,1,0.800029
0.0976,59119,289.119,1,0.800295
0.10065,59061.3,289.071,1,0.800462
0.1037,59024.8,289.042,1,0.800564
0.10675,59002.7,289.025,1,0.800625
0.1098,58989.4,289.014,1,0.800661
0.11285,58981.1,289.008,1,0.800683
0.1159,58976,289.004,1,0.800697
0.11895,58973.3,289.002,1,0.800704
0.122,58971.8,289.001,1,0.800707
0.12505,58971,289,1,0.80071
0.1281,58970.5,289,1,0.80071
0.13115,58970.3,289,1,0.800711
0.1342,58970.2,289,1,0.800711
0.13725,58970.1,289,1,0.800711
0.1403,58970,289,1,0.800712
0.14335,58970,289,1,0.800712
0.1464,58970,289,1,0.800712
0.14945,58970,289,1,0.800712
0.152,58970,289,0.163934,0.131264
