x,U_0,U_1,U_2
-0.152,2.7349e-14,1.41131e-13,0
-0.14945,3.52455e-14,1.31973e-13,0
-0.1464,1.34773e-14,9.08129e-14,0
-0.14335,4.37206e-16,6.17514e-14,0
-0.1403,-2.01308e-14,6.98481e-14,0
-0.13725,-2.82132e-14,7.20385e-14,0
-0.1342,2.71807e-14,5.65008e-14,0
-0.13115,3.3897e-14,2.84319e-14,0
-0.1281,7.19624e-14,-2.00336e-15,0
-0.12505,7.89808e-14,-2.66055e-14,0
-0.122,-3.65836e-14,-2.91936e-14,0
-0.11895,-8.54927e-14,-4.00754e-14,0
-0.1159,-6.37295e-14,-7.7519e-14,0
-0.11285,8.65144e-15,-1.03332e-13,-9.9007e-35
-0.1098,8.92236e-14,-9.01975e-14,-9.90072e-35
-0.10675,6.29961e-14,-8.18488e-14,0
-0.1037,5.68348e-14,-8.03476e-14,0
-0.10065,6.90587e-14,-3.73381e-14,0
-0.0976,5.4287e-14,-4.47935e-15,0
-0.09455,1.1328e-13,-5.99323e-15,0
-0.0915,1.7871e-13,-4.45579e-15,0
-0.08845,1.58087e-13,-2.26509e-14,0
-0.0854,1.61981e-13,-5.21335e-14,0
-0.08235,4.11502e-12,2.58764e-14,0
-0.0793,8.75883e-11,4.18715e-14,0
-0.07625,1.72982e-09,6.08378e-13,0
-0.0732,3.37486e-08,1.24224e-10,0
-0.07015,6.6593e-07,5.54868e-09,0
-0.0671,1.24491e-05,1.73759e-07,0
-0.06405,0.000232666,3.93845e-06,0
-0.061,0.00464271,6.93882e-05,0
-0.05795,0.0871251,0.00106791,-1.07984e-34
-0.0549,1.04073,0.0108043,-1.07985e-34
-0.05185,5.69349,0.0514776,0
-0.0488,16.193,0.126968,0
-0.04575,30.6667,0.204531,0
-0.0427,46.3656,0.256617,1.03011e-34
-0.03965,62.2569,0.278066,1.03012e-34
-0.0366,78.1335,0.275228,0
-0.03355,93.9956,0.25946,-8.95378e-35
-0.0305,109.846,0.238618,-8.9538e-35
-0.02745,125.665,0.212986,0
-0.0244,141.414,0.180228,0
-0.02135,157.047,0.146765,7.66145e-35
-0.0183,172.521,0.0996187,7.66147e-35
-0.01525,187.811,0.0796145,0
-0.0122,202.91,0.0148999,0
-0.00915,217.765,0.0189458,0
-0.0061,231.987,-0.0560453,0
-0.00305,244.243,-0.0244087,0
-8.27181e-25,252.236,-0.0206594,0
0.00305,255.215,-0.0938695,0
0.0061,255.534,0.0281472,0
0.00915,256.255,0.0342215,0
0.0122,257.495,0.0712267,0
0.01525,257.66,0.125203,-1.63558e-35
0.0183,257.67,0.151589,-7.54999e-37
0.02135,257.733,0.188332,1.56007e-35
0.0244,257.647,0.225996,0
0.02745,257.895,0.265061,-2.1481e-35
0.0305,258.13,0.307798,-2.1481e-35
0.03355,258.564,0.362394,0
0.0366,259.013,0.451634,0
0.03965,259.148,0.522759,0
0.0427,258.933,0.510337,0
0.04575,258.564,0.404533,0
0.0488,258.282,0.262389,0
0.05185,258.079,0.133816,0
0.0549,257.776,-0.0277842,0
0.05795,257.278,-0.264696,0
0.061,256.192,-0.575118,0
0.06405,252.541,-0.974703,-5.25465e-35
0.0671,238.934,-1.40527,-5.25466e-35
0.07015,194.207,-1.54964,0
0.0732,99.4291,-0.957089,0
0.07625,19.9273,-0.219879,0
0.0793,0.616812,-0.0083516,0
0.08235,0.00825363,-0.000191397,0
0.0854,0.000162404,-4.31872e-06,0
0.08845,3.49501e-06,-9.68073e-08,0
0.0915,7.55842e-08,-2.1596e-09,0
0.09455,1.63599e-09,-4.79695e-11,0
0.0976,3.55163e-11,-1.12635e-12,0
0.10065,7.62579e-13,-1.30964e-13,0
0.1037,5.45282e-14,-8.90518e-14,0
0.10675,6.25544e-14,-6.17134e-14,0
0.1098,5.95679e-14,-5.74857e-14,0
0.11285,2.77367e-14,-7.00551e-14,0
0.1159,-8.54428e-15,-5.40117e-14,0
0.11895,-5.28994e-14,-6.97326e-15,0
0.122,-1.03813e-13,3.17093e-14,0
0.12505,-1.64992e-13,3.01141e-14,-7.18707e-35
0.1281,-1.94784e-13,1.66494e-14,-7.18706e-35
0.13115,-1.72294e-13,3.58156e-14,-5.85781e-35
0.1342,-1.06649e-13,4.04725e-14,-5.8578e-35
0.13725,-5.84883e-15,2.06723e-14,0
0.1403,5.05555e-14,1.83469e-14,0
0.14335,5.00748e-15,6.81618e-15,0
0.1464,-8.52382e-14,-2.21461e-14,0
0.14945,-1.05674e-13,-3.36846e-14,0
0.152,-8.77589e-14,-3.62324e-14,0
