x,U_0,U_1,U_2
-0.152,2.94811e-13,-6.93957e-14,0
-0.14945,1.60566e-13,-5.10893e-14,0
-0.1464,1.60566e-13,-5.83878e-14,0
-0.14335,2.33551e-13,-7.29839e-15,0
-0.1403,1.31373e-13,2.9194e-14,0
-0.13725,1.02179e-13,-7.29829e-15,0
-0.1342,-1.55909e-19,2.18956e-14,0
-0.13115,1.02178e-13,4.3791e-14,0
-0.1281,1.89761e-13,4.3791e-14,0
-0.12505,6.27671e-13,2.18954e-14,0
-0.122,1.83922e-12,2.91938e-14,0
-0.11895,4.80241e-12,5.10891e-14,0
-0.1159,1.26994e-11,-3.64927e-14,0
-0.11285,3.14893e-11,-2.48148e-13,1.75598e-37
-0.1098,7.92032e-11,-3.72223e-13,1.73575e-37
-0.10675,2.01873e-10,-1.05098e-12,0
-0.1037,5.07873e-10,-1.81733e-12,0
-0.10065,1.27763e-09,-5.10164e-12,0
-0.0976,3.21098e-09,-1.27724e-11,0
-0.09455,8.03885e-09,-2.83911e-11,0
-0.0915,2.00869e-08,-7.18244e-11,0
-0.08845,5.00588e-08,-1.55107e-10,0
-0.0854,1.24101e-07,-3.84689e-10,0
-0.08235,3.07052e-07,-8.15532e-10,0
-0.0793,7.55596e-07,-1.97973e-09,0
-0.07625,1.85329e-06,-4.1978e-09,0
-0.0732,4.52311e-06,-9.60559e-09,0
-0.07015,1.0979e-05,-1.81591e-08,0
-0.0671,2.65311e-05,-4.09932e-08,0
-0.06405,6.36447e-05,-7.40393e-08,0
-0.061,0.000151671,-1.49176e-07,0
-0.05795,0.000359203,-2.31692e-07,1.39199e-37
-0.0549,0.000842875,-6.57823e-07,1.37176e-37
-0.05185,0.00196022,-1.27799e-06,0
-0.0488,0.00451505,-2.57716e-06,0
-0.04575,0.0102757,-7.33028e-06,0
-0.0427,0.0230643,-1.43612e-05,-1.29075e-37
-0.03965,0.0510374,-3.09212e-05,-1.27053e-37
-0.0366,0.110983,-7.27426e-05,0
-0.03355,0.236252,-0.000152454,3.72903e-37
-0.0305,0.490857,-0.000296339,3.70883e-37
-0.02745,0.990647,-0.000591939,0
-0.0244,1.93039,-0.00117195,0
-0.02135,3.6024,-0.00228311,-1.13518e-37
-0.0183,6.39618,-0.00415336,-1.11521e-37
-0.01525,10.2387,-0.00707971,0
-0.0122,14.7964,-0.00883777,0
-0.00915,17.2022,-0.0156792,0
-0.0061,18.7118,-0.0136023,0
-0.00305,18.4495,-0.014964,0
-8.27181e-25,16.5794,-0.00532779,0
0.00305,18.1323,0.0140107,0
0.0061,18.8174,0.0132954,0
0.00915,18.1246,-9.84872e-05,0
0.0122,16.3682,-0.00478734,0
0.01525,12.2387,0.00397129,-1.10462e-35
0.0183,8.02862,0.00543804,-1.10002e-35
0.02135,4.61082,0.0065407,4.39412e-38
0.0244,2.48024,0.00522473,0
0.02745,1.27464,0.00320015,2.0861e-37
0.0305,0.631829,0.00174086,2.09623e-37
0.03355,0.304216,0.000854142,0
0.0366,0.142966,0.000378569,0
0.03965,0.0657898,0.000182377,0
0.0427,0.029767,8.80221e-05,0
0.04575,0.0132676,4.08114e-05,0
0.0488,0.0058388,1.8573e-05,0
0.05185,0.00254257,8.14956e-06,0
0.0549,0.00109546,3.81081e-06,0
0.05795,0.000467792,1.48009e-06,0
0.061,0.000198185,6.44698e-07,0
0.06405,8.33508e-05,2.90101e-07,2.91558e-38
0.0671,3.48624e-05,1.11037e-07,2.81447e-38
0.07015,1.44876e-05,4.82404e-08,0
0.0732,5.99009e-06,2.17476e-08,0
0.07625,2.46339e-06,9.0395e-09,0
0.0793,1.00897e-06,3.73018e-09,0
0.08235,4.11178e-07,1.82024e-09,0
0.0854,1.66857e-07,6.62972e-10,0
0.08845,6.75269e-08,3.18616e-10,0
0.0915,2.71926e-08,9.80033e-11,0
0.09455,1.09366e-08,4.10589e-11,0
0.0976,4.38633e-09,1.80881e-11,0
0.10065,1.75017e-09,6.97403e-12,0
0.1037,6.97643e-10,3.30776e-12,0
0.10675,2.78875e-10,1.27189e-12,0
0.1098,1.10569e-10,6.82892e-13,0
0.11285,4.38505e-11,2.39012e-13,0
0.1159,1.74267e-11,4.26807e-14,0
0.11895,6.67561e-12,2.98766e-14,0
0.122,2.75614e-12,-2.56084e-14,0
0.12505,1.05438e-12,-1.70723e-14,-8.93403e-39
0.1281,2.77597e-13,-2.13403e-14,-7.92295e-39
0.13115,2.20235e-13,-4.26807e-14,-6.91186e-39
0.1342,1.02777e-13,-3.41444e-14,-5.90077e-39
0.13725,2.66273e-14,-6.82891e-14,0
0.1403,1.84396e-14,-5.5485e-14,0
0.14335,-1.59795e-13,-8.53612e-15,0
0.1464,-2.02476e-13,2.13404e-14,0
0.14945,-1.30428e-13,5.54851e-14,0
0.152,-1.07023e-13,6.61903e-14,0
