x,p,T,maxKappa,minKappa
-0.152,68970,289,2.89649e-16,9.58396e-17
-0.14945,68970,289,1.76686e-15,5.84621e-16
-0.1464,68970,289,1.94354e-15,5.90558e-16
-0.14335,68970,289,1.74495e-15,3.62278e-16
-0.1403,68970,289,1.09575e-15,1.76685e-16
-0.13725,68970,289,1.29434e-15,1.76685e-16
-0.1342,68970,289,1.47696e-15,2.65028e-16
-0.13115,68970,289,1.31512e-15,3.53372e-16
-0.1281,68970,289,2.77611e-15,4.41716e-16
-0.12505,68970,289,7.12235e-15,5.30058e-16
-0.122,68970,289,1.71667e-14,4.41716e-16
-0.11895,68970,289,4.28254e-14,1.76691e-16
-0.1159,68970,289,1.10671e-13,1.59018e-15
-0.11285,68970,289,2.84575e-13,2.65029e-15
-0.1098,68970,289,7.14608e-13,2.38526e-15
-0.10675,68970,289,1.80383e-12,4.59383e-15
-0.1037,68970,289,4.5321e-12,7.50918e-15
-0.10065,68970,289,1.1391e-11,4.96486e-14
-0.0976,68970,289,2.85171e-11,9.33783e-14
-0.09455,68970,289,7.13216e-11,2.34727e-13
-0.0915,68970,289,1.77278e-10,5.44369e-13
-0.08845,68970,289,4.40858e-10,1.27673e-12
-0.0854,68970,289,1.08811e-09,3.8749e-12
-0.08235,68970,289,2.68086e-09,6.71733e-12
-0.0793,68970,289,6.57314e-09,2.25712e-11
-0.07625,68970,289,1.6034e-08,3.71413e-11
-0.0732,68970,289,3.89524e-08,8.63033e-11
-0.07015,68970,289,9.40223e-08,1.73937e-10
-0.0671,68970,289,2.25739e-07,3.79773e-10
-0.06405,68970,289,5.3839e-07,4.81279e-10
-0.061,68970,289,1.27277e-06,1.44078e-09
-0.05795,68969.9,289,2.9914e-06,1.46255e-09
-0.0549,68969.8,289,6.96095e-06,5.81864e-09
-0.05185,68969.5,289,1.60272e-05,1.10059e-08
-0.0488,68968.8,289,3.65021e-05,4.03463e-08
-0.04575,68967.4,289,8.21331e-05,9.59833e-08
-0.0427,68964,288.999,0.000181774,1.8979e-07
-0.03965,68956.8,288.996,0.000395791,3.11805e-07
-0.0366,68941.5,288.991,0.000846177,7.01829e-07
-0.03355,68909.5,288.98,0.00176321,1.49214e-06
-0.0305,68844.8,288.953,0.00357534,2.25042e-06
-0.02745,68718.4,288.898,0.00701571,5.0365e-06
-0.0244,68482.4,288.78,0.0132062,1.13077e-05
-0.02135,68066.2,288.54,0.0236335,2.19744e-05
-0.0183,67387.4,288.079,0.0396265,3.78461e-05
-0.01525,66402.7,287.252,0.0607437,4.66965e-05
-0.0122,65287.2,285.949,0.0812488,5.76469e-05
-0.00915,64345.4,284.352,0.0931758,0.000121483
-0.0061,63901.2,283.149,0.0961992,0.000103372
-0.00305,63830.7,283.253,0.0957115,0.000493946
-8.27181e-25,63767.9,287.488,0.0951973,0.000733396
0.00305,63686.7,293.078,0.0941012,0.000326941
0.0061,63664.1,294.907,0.0929619,0.000144151
0.00915,63420.2,294.17,0.0920259,0.0001556
0.0122,62717.7,292.608,0.0854962,0.000108742
0.01525,61716.1,291.146,0.0691352,2.96588e-05
0.0183,60707.1,290.15,0.0478746,2.81832e-05
0.02135,59968.2,289.579,0.0295126,2.84566e-05
0.0244,59508.5,289.279,0.0167736,1.77686e-05
0.02745,59247.5,289.13,0.00897973,2.13388e-05
0.0305,59107.9,289.059,0.00459176,1.31717e-05
0.03355,59036.6,289.026,0.00226881,7.76667e-06
0.0366,59001.4,289.011,0.00108876,2.98406e-06
0.03965,58984.5,289.005,0.000510125,1.35739e-06
0.0427,58976.6,289.002,0.000234439,5.72832e-07
0.04575,58972.9,289.001,0.000105848,2.51723e-07
0.0488,58971.3,289,4.71574e-05,1.2512e-07
0.05185,58970.6,289,2.07492e-05,6.40614e-08
0.0549,58970.2,289,9.02189e-06,3.48938e-08
0.05795,58970.1,289,3.88828e-06,1.0666e-08
0.061,58970.1,289,1.6588e-06,4.95517e-09
0.06405,58970,289,7.02821e-07,2.38055e-09
0.0671,58970,289,2.95815e-07,7.72899e-10
0.07015,58970,289,1.23596e-07,3.12495e-10
0.0732,58970,289,5.13964e-08,1.5751e-10
0.07625,58970,289,2.12304e-08,6.46162e-11
0.0793,58970,289,8.74218e-09,3.23681e-11
0.08235,58970,289,3.57705e-09,1.62801e-11
0.0854,58970,289,1.4579e-09,5.42404e-12
0.08845,58970,289,5.91624e-10,3.02315e-12
0.0915,58970,289,2.3929e-10,7.45532e-13
0.09455,58970,289,9.6581e-11,3.95937e-13
0.0976,58970,289,3.87952e-11,2.41726e-13
0.10065,58970,289,1.55296e-11,3.93664e-14
0.1037,58970,289,6.2176e-12,5.57949e-15
0.10675,58970,289,2.48009e-12,7.7493e-15
0.1098,58970,289,9.85467e-13,6.19944e-15
0.11285,58970,289,3.93333e-13,2.47977e-15
0.1159,58970,289,1.56217e-13,1.0849e-15
0.11895,58970,289,6.1248e-14,9.81577e-16
0.122,58970,289,2.3789e-14,1.34321e-15
0.12505,58970,289,9.47821e-15,1.0849e-15
0.1281,58970,289,4.13837e-15,1.54986e-16
0.13115,58970,289,2.03848e-15,1.54986e-16
0.1342,58970,289,1.371e-15,1.54986e-16
0.13725,58970,289,1.38554e-15,2.3682e-16
0.1403,58970,289,1.45869e-15,3.40144e-16
0.14335,58970,289,1.47258e-15,1.03324e-16
0.1464,58970,289,1.52598e-15,2.33347e-16
0.14945,58970,289,1.26593e-15,3.11708e-16
0.152,58970,289,2.0753e-16,5.10997e-17
