x,U_0,U_1,U_2
-0.152,1.86034e-13,-3.60782e-13,0
-0.14945,2.78753e-13,-3.97073e-13,0
-0.1464,2.57251e-13,-4.34205e-13,0
-0.14335,-7.50159e-14,-3.57879e-13,0
-0.1403,-1.72166e-13,-2.65365e-13,0
-0.13725,-1.92525e-14,-2.65841e-13,0
-0.1342,5.33489e-14,-2.26076e-13,0
-0.13115,-1.68728e-13,-1.77534e-13,0
-0.1281,-5.16001e-13,-3.41059e-13,0
-0.12505,-6.59555e-13,-5.29079e-13,0
-0.122,-7.01215e-13,-6.07989e-13,0
-0.11895,-6.95244e-13,-6.63162e-13,0
-0.1159,-6.02972e-13,-6.25744e-13,0
-0.11285,-3.01148e-13,-6.30562e-13,1.87423e-36
-0.1098,-2.75942e-13,-6.95449e-13,1.87421e-36
-0.10675,-5.04067e-13,-7.32004e-13,0
-0.1037,-4.1247e-13,-8.11466e-13,0
-0.10065,-2.36642e-13,-9.03632e-13,0
-0.0976,-2.67212e-13,-8.63716e-13,0
-0.09455,-2.91524e-13,-6.43285e-13,0
-0.0915,-2.22803e-13,-4.76188e-13,0
-0.08845,-1.17915e-13,-4.04675e-13,0
-0.0854,-6.0942e-14,-3.08711e-13,0
-0.08235,-2.02383e-13,-2.44408e-13,0
-0.0793,-8.9282e-14,-2.55329e-13,0
-0.07625,2.04534e-13,-2.54474e-13,0
-0.0732,2.63352e-13,-1.94057e-13,0
-0.07015,2.18699e-11,-1.63061e-14,0
-0.0671,1.35429e-08,1.39758e-11,0
-0.06405,9.96112e-06,6.44613e-09,0
-0.061,0.00348264,1.61432e-06,0
-0.05795,0.203289,9.06687e-05,1.38888e-37
-0.0549,1.98912,0.000882022,1.38868e-37
-0.05185,6.32008,0.00283532,0
-0.0488,11.241,0.00527952,0
-0.04575,14.8155,0.00738208,0
-0.0427,16.9994,0.00854064,4.76237e-37
-0.03965,18.1744,0.00862726,4.76257e-37
-0.0366,18.7165,0.00816104,0
-0.03355,18.9377,0.00793094,2.13703e-37
-0.0305,19.0102,0.00688707,2.13683e-37
-0.02745,19.0232,0.00566842,0
-0.0244,19.035,0.0047794,0
-0.02135,19.0414,0.00313642,1.71381e-37
-0.0183,19.0368,0.00044899,1.714e-37
-0.01525,19.0272,-0.00303917,0
-0.0122,19.0233,-0.00541154,0
-0.00915,19.0258,-0.00679473,0
-0.0061,19.0282,-0.00764199,0
-0.00305,19.0289,-0.00793001,0
-8.27181e-25,19.0278,-0.00813895,0
0.00305,19.0267,-0.0082543,0
0.0061,19.0265,-0.00815689,0
0.00915,19.0257,-0.00799449,0
0.0122,19.0251,-0.0076493,0
0.01525,19.0229,-0.00692564,-7.79617e-38
0.0183,19.0196,-0.00614447,-1.8e-37
0.02135,19.0166,-0.00550644,-1.02058e-37
0.0244,19.0147,-0.00473327,0
0.02745,19.0178,-0.00394459,2.59581e-37
0.0305,19.0194,-0.00301475,2.59592e-37
0.03355,19.0062,-0.00197872,0
0.0366,18.9811,-0.000416825,0
0.03965,18.8913,0.00158302,0
0.0427,18.5865,0.00358024,0
0.04575,17.7707,0.0058497,0
0.0488,15.8775,0.00763422,0
0.05185,12.1128,0.00767934,0
0.0549,6.41051,0.00492135,0
0.05795,1.69607,0.00150258,0
0.061,0.113701,0.000110641,0
0.06405,0.00108359,1.10731e-06,-8.72208e-37
0.0671,1.94204e-06,2.56423e-09,-8.72218e-37
0.07015,2.48706e-09,4.27331e-12,0
0.0732,3.89986e-12,3.72819e-13,0
0.07625,2.07862e-13,1.66926e-13,0
0.0793,-3.51393e-14,1.48235e-13,0
0.08235,-2.38156e-13,1.29167e-13,0
0.0854,8.68062e-14,2.22563e-13,0
0.08845,4.03038e-13,2.96483e-13,0
0.0915,2.08756e-13,1.9814e-13,0
0.09455,1.77853e-13,1.8135e-13,0
0.0976,3.7767e-13,3.13383e-14,0
0.10065,1.3983e-13,-1.16469e-13,0
0.1037,-1.94248e-14,-7.0691e-14,0
0.10675,2.02129e-13,-1.34995e-13,0
0.1098,1.42396e-13,-2.26705e-13,0
0.11285,-3.77565e-14,-2.5494e-13,0
0.1159,9.22987e-14,-2.71826e-13,0
0.11895,2.61599e-13,-3.15663e-13,0
0.122,1.41873e-13,-3.49813e-13,0
0.12505,-5.93365e-14,-4.03268e-13,6.97411e-37
0.1281,-9.58488e-14,-4.44498e-13,6.97421e-37
0.13115,1.06847e-13,-2.93809e-13,7.92431e-37
0.1342,3.42429e-13,-9.18685e-14,7.92441e-37
0.13725,1.47375e-13,-4.66301e-14,0
0.1403,-1.35684e-13,-1.08598e-13,0
0.14335,-2.37441e-13,-1.69897e-13,0
0.1464,-2.4474e-13,-2.17566e-13,0
0.14945,-1.1062e-13,-3.11729e-13,0
0.152,-4.34803e-14,-3.60278e-13,0
