x,p,T
-0.152,68969.5,289
-0.14945,68969.4,289
-0.1464,68969.4,289
-0.14335,68969.2,289
-0.1403,68969,289
-0.13725,68968.7,289
-0.1342,68968.2,289
-0.13115,68967.5,288.999
-0.1281,68966.7,288.999
-0.12505,68965.6,288.999
-0.122,68964,288.998
-0.11895,68961.9,288.998
-0.1159,68959.1,288.996
-0.11285,68955.4,288.995
-0.1098,68950.6,288.993
-0.10675,68944.1,288.99
-0.1037,68935.7,288.988
-0.10065,68924.6,288.984
-0.0976,68910.4,288.978
-0.09455,68891.9,288.969
-0.0915,68868.1,288.958
-0.08845,68837.8,288.944
-0.0854,68799.2,288.925
-0.08235,68750.6,288.901
-0.0793,68689.9,288.869
-0.07625,68614.4,288.828
-0.0732,68521.5,288.775
-0.07015,68408.2,288.707
-0.0671,68271.4,288.62
-0.06405,68107.9,288.512
-0.061,67915.1,288.378
-0.05795,67690.4,288.212
-0.0549,67432.4,288.01
-0.05185,67140.8,287.767
-0.0488,66817.2,287.479
-0.04575,66465.2,287.143
-0.0427,66091.1,286.759
-0.03965,65704.1,286.327
-0.0366,65316.4,285.853
-0.03355,64942.5,285.348
-0.0305,64598.7,284.829
-0.02745,64301.5,284.316
-0.0244,64064.9,283.836
-0.02135,63897.7,283.418
-0.0183,63800.8,283.088
-0.01525,63762.9,282.862
-0.0122,63762.6,282.75
-0.00915,63776.5,282.698
-0.0061,63787.3,282.784
-0.00305,63789.6,282.767
-8.27181e-25,63785.4,285.039
0.00305,63775.4,290.557
0.0061,63775.4,294.605
0.00915,63795.1,295.665
0.0122,63824.1,295.814
0.01525,63853.6,295.802
0.0183,63867.1,295.68
0.02135,63842.5,295.437
0.0244,63761.7,295.072
0.02745,63614,294.603
0.0305,63397.4,294.062
0.03355,63118.3,293.483
0.0366,62789.3,292.897
0.03965,62426.7,292.332
0.0427,62047.7,291.805
0.04575,61668.3,291.328
0.0488,61301.8,290.909
0.05185,60958.2,290.548
0.0549,60644.6,290.241
0.05795,60364.4,289.986
0.061,60119.2,289.778
0.06405,59907.9,289.608
0.0671,59728.8,289.472
0.07015,59578.9,289.364
0.0732,59454.8,289.279
0.07625,59353.4,289.213
0.0793,59271.3,289.161
0.08235,59205.3,289.122
0.0854,59152.6,289.091
0.08845,59111.1,289.068
0.0915,59078.5,289.05
0.09455,59053,289.038
0.0976,59033.2,289.028
0.10065,59018,289.021
0.1037,59006.2,289.015
0.10675,58997.3,289.011
0.1098,58990.5,289.008
0.11285,58985.3,289.006
0.1159,58981.4,289.005
0.11895,58978.4,289.003
0.122,58976.2,289.002
0.12505,58974.6,289.001
0.1281,58973.4,289.001
0.13115,58972.5,289.001
0.1342,58971.8,289.001
0.13725,58971.4,289
0.1403,58971,289
0.14335,58970.8,289
0.1464,58970.6,289
0.14945,58970.5,289
0.152,58970.5,289
