x,p,T
-0.98,301215,495.999
-0.94,299461,495.674
-0.9,298669,495.406
-0.86,298186,495.139
-0.82,297503,494.824
-0.78,296766,494.481
-0.74,295970,494.104
-0.7,295078,493.683
-0.66,294084,493.213
-0.62,292973,492.685
-0.58,291723,492.087
-0.54,290310,491.408
-0.5,288703,490.631
-0.46,286864,489.737
-0.42,284744,488.701
-0.38,282278,487.487
-0.34,279384,486.053
-0.3,275946,484.335
-0.26,271806,482.248
-0.22,266732,479.66
-0.18,260366,476.369
-0.14,252114,472.025
-0.1,240858,465.956
-0.06,224192,456.591
-0.02,196378,439.045
0.02,139901,398.787
0.06,102323,363.68
0.1,82985.3,343.029
0.14,70699.4,327.488
0.18,61845.2,315.293
0.22,54786.2,304.333
0.26,49178.3,295.44
0.3,44458.9,286.91
0.34,40556.2,279.514
0.38,37094,272.155
0.42,34437.2,266.843
0.46,30635.2,258.078
0.5,30770.1,258.386
0.54,91884.9,406.529
0.58,154769,471.279
0.62,162212,478.399
0.66,163698,479.85
0.7,165713,480.937
0.74,166986,482.095
0.78,168146,483.437
0.82,169694,484.606
0.86,171153,485.745
0.9,172132,486.634
0.94,173075,487.153
0.98,172702,488.335
