x,p,T,maxKappa,minKappa
-0.152,68970,289,1.35983e-14,2.75166e-15
-0.14945,68970,289,8.29492e-14,1.67851e-14
-0.1464,68970,289,8.0299e-14,1.20005e-14
-0.14335,68970,289,7.72443e-14,1.55342e-14
-0.1403,68970,289,7.32725e-14,1.15143e-14
-0.13725,68970,289,6.0964e-14,1.1544e-14
-0.1342,68970,289,4.50623e-14,1.4224e-14
-0.13115,68970,289,4.76829e-14,1.85706e-14
-0.1281,68970,289,4.14395e-14,1.76278e-14
-0.12505,68970,289,5.95758e-14,1.02337e-14
-0.122,68970,289,7.86252e-14,1.02337e-14
-0.11895,68970,289,7.26491e-14,9.71773e-15
-0.1159,68970,289,8.94342e-14,1.12656e-14
-0.11285,68970,289,9.45269e-14,1.41534e-14
-0.1098,68970,289,7.07114e-14,1.62283e-14
-0.10675,68970,289,6.6491e-14,1.16627e-14
-0.1037,68970,289,6.55705e-14,8.67465e-15
-0.10065,68970,289,4.94721e-14,7.76153e-15
-0.0976,68970,289,3.76089e-14,3.5931e-15
-0.09455,68970,289,5.77272e-14,1.65661e-14
-0.0915,68970,289,9.25595e-14,1.47993e-14
-0.08845,68970,289,6.86179e-14,5.30061e-15
-0.0854,68970,289,6.11792e-14,1.32515e-14
-0.08235,68970,289,1.16765e-13,2.10426e-14
-0.0793,68970,289,1.05848e-13,2.4298e-14
-0.07625,68970,289,6.89816e-14,2.35742e-14
-0.0732,68970,289,7.3963e-14,2.12023e-14
-0.07015,68970,289,6.62014e-14,1.19708e-14
-0.0671,68970,289,6.72074e-14,7.24561e-15
-0.06405,68970,289,8.40165e-13,8.61529e-15
-0.061,68970,289,2.14561e-11,6.27322e-15
-0.05795,68970,289,5.43821e-10,2.29694e-14
-0.0549,68970,289,1.37568e-08,3.82525e-13
-0.05185,68970,289,3.46433e-07,4.89156e-12
-0.0488,68970,289,8.66645e-06,1.61601e-10
-0.04575,68969.6,289,0.000211842,4.12938e-09
-0.0427,68961.8,288.993,0.00459853,1.00971e-07
-0.03965,68840,288.88,0.0604635,1.8176e-06
-0.0366,68103.8,288.071,0.281749,1.31118e-05
-0.03355,66586.4,286.249,0.591608,3.55703e-05
-0.0305,65169.5,284.456,0.798689,5.51967e-05
-0.02745,64386.5,283.433,0.896581,5.50353e-05
-0.0244,64007,282.921,0.93974,4.29309e-05
-0.02135,63846.9,282.682,0.955895,3.73694e-05
-0.0183,63784,282.559,0.96104,2.79562e-05
-0.01525,63756.2,282.493,0.963438,2.26766e-05
-0.0122,63751,282.492,0.96545,2.29787e-05
-0.00915,63750.8,282.616,0.966154,1.25735e-05
-0.0061,63748.9,283.102,0.966061,1.45306e-05
-0.00305,63747.1,284.452,0.964823,2.04481e-05
-8.27181e-25,63745.5,286.996,0.961101,8.85617e-06
0.00305,63745.9,290.253,0.953553,1.00264e-05
0.0061,63747.4,293.089,0.942644,1.55002e-05
0.00915,63750,294.761,0.932139,1.70856e-05
0.0122,63751.5,295.411,0.925387,2.03222e-05
0.01525,63747,295.559,0.922845,1.66031e-05
0.0183,63734.3,295.566,0.922426,2.623e-05
0.02135,63718.8,295.528,0.920935,3.76254e-05
0.0244,63668.7,295.416,0.916391,4.22488e-05
0.02745,63511.1,295.162,0.903152,4.16892e-05
0.0305,63118.5,294.588,0.863654,3.51751e-05
0.03355,62199.1,293.304,0.759996,2.73677e-05
0.0366,60647.3,291.163,0.509272,1.45397e-05
0.03965,59388.5,289.489,0.189049,4.12382e-06
0.0427,59006.5,289.036,0.0237791,3.52936e-07
0.04575,58971.7,289.001,0.00118886,1.57173e-08
0.0488,58970,289,4.59925e-05,6.15883e-10
0.05185,58970,289,1.70116e-06,2.32758e-11
0.0549,58970,289,6.24048e-08,2.2783e-13
0.05795,58970,289,2.2818e-09,1.85466e-13
0.061,58970,289,8.31585e-11,4.23628e-14
0.06405,58970,289,3.05412e-12,3.71488e-14
0.0671,58970,289,1.37062e-13,2.00244e-14
0.07015,58970,289,5.57949e-14,1.44176e-14
0.0732,58970,289,5.45403e-14,1.22469e-14
0.07625,58970,289,4.88574e-14,5.50265e-15
0.0793,58970,289,5.52783e-14,5.80438e-15
0.08235,58970,289,9.14416e-14,9.34472e-15
0.0854,58970,289,9.09249e-14,1.2108e-14
0.08845,58970,289,6.25109e-14,1.41224e-14
0.0915,58970,289,7.5943e-14,1.58806e-14
0.09455,58970,289,8.62754e-14,1.38662e-14
0.0976,58970,289,6.19944e-14,8.54373e-15
0.10065,58970,289,5.01121e-14,7.20877e-15
0.1037,58970,289,7.07769e-14,6.40779e-15
0.10675,58970,289,7.90428e-14,3.16917e-15
0.1098,58970,289,8.88586e-14,3.43617e-15
0.11285,58970,289,9.71245e-14,6.14082e-15
0.1159,58970,289,8.6792e-14,1.14807e-14
0.11895,58970,289,8.93751e-14,1.57525e-14
0.122,58970,289,9.24748e-14,1.40464e-14
0.12505,58970,289,8.05903e-14,1.88067e-14
0.1281,58970,289,8.42068e-14,2.28116e-14
0.13115,58970,289,9.50582e-14,1.10748e-14
0.1342,58970,289,7.38767e-14,7.70803e-15
0.13725,58970,289,6.45774e-14,1.18757e-14
0.1403,58970,289,8.11093e-14,1.21427e-14
0.14335,58970,289,1.0539e-13,1.38836e-14
0.1464,58970,289,1.47237e-13,1.94904e-14
0.14945,58970,289,2.23696e-13,2.50972e-14
0.152,58970,289,3.66715e-14,4.1143e-15
