x,U_0,U_1,U_2
-0.152,-2.08368e-12,1.97176e-14,0
-0.14945,-1.42466e-12,1.27723e-13,0
-0.1464,2.91802e-15,2.9121e-13,0
-0.14335,1.21156e-13,2.70774e-13,0
-0.1403,5.10894e-13,-1.50349e-13,0
-0.13725,8.23268e-13,-5.40091e-14,0
-0.1342,6.3205e-13,9.7068e-14,0
-0.13115,6.88978e-13,-6.20371e-14,0
-0.1281,8.08673e-13,-1.13126e-13,0
-0.12505,1.19111e-12,-1.95599e-13,0
-0.122,1.11959e-12,-3.50326e-13,0
-0.11895,4.27692e-13,1.13856e-13,0
-0.1159,-1.78081e-13,-2.13845e-13,0
-0.11285,6.34827e-13,-3.89738e-13,1.75598e-38
-0.1098,1.29621e-12,-4.37177e-13,1.73575e-38
-0.10675,1.27884e-12,-8.36403e-13,0
-0.1037,1.12542e-12,-4.78048e-13,0
-0.10065,-1.34294e-13,-5.42275e-13,0
-0.0976,-1.23636e-12,-4.10903e-13,0
-0.09455,5.10894e-13,-4.07254e-13,0
-0.0915,-2.91922e-14,-3.61272e-13,0
-0.08845,-1.56785e-12,-1.12394e-13,0
-0.0854,8.34947e-13,-1.20424e-13,0
-0.08235,-1.3415e-13,-5.13811e-13,0
-0.0793,-1.28891e-12,-8.83113e-14,0
-0.07625,6.68542e-13,1.25534e-13,0
-0.0732,-9.75074e-13,-1.3794e-13,0
-0.07015,-1.66989e-12,-2.08737e-13,0
-0.0671,-4.71481e-13,-4.29881e-13,0
-0.06405,2.33406e-12,-3.12375e-13,0
-0.061,8.73454e-11,-1.23344e-13,0
-0.05795,2.16908e-09,6.64155e-14,1.39199e-38
-0.0549,5.52227e-08,-5.61692e-12,1.37176e-38
-0.05185,1.40205e-06,-1.04509e-10,0
-0.0488,3.57383e-05,-2.71533e-09,0
-0.04575,0.000942984,-6.68741e-08,0
-0.0427,0.0259912,-1.51387e-06,-1.29074e-38
-0.03965,0.483003,-2.35915e-05,-1.27052e-38
-0.0366,3.30322,-0.000156284,0
-0.03355,8.9548,-0.000414041,1.19817e-38
-0.0305,13.9946,-0.000608037,1.17848e-38
-0.02745,16.6879,-0.000643241,0
-0.0244,18.0268,-0.000576234,0
-0.02135,18.6296,-0.000493232,8.86503e-38
-0.0183,18.8482,-0.000342115,8.885e-38
-0.01525,18.9117,-0.000228536,0
-0.0122,18.9632,-0.000162839,0
-0.00915,18.9929,-6.72342e-05,0
-0.0061,18.9802,-2.93093e-05,0
-0.00305,18.9485,1.93735e-05,0
-8.27181e-25,18.9402,6.37133e-05,0
0.00305,18.9577,0.000118467,0
0.0061,18.9746,0.000188167,0
0.00915,18.973,0.000232449,0
0.0122,18.9549,0.000278225,0
0.01525,18.9462,0.000297548,1.95137e-37
0.0183,18.9437,0.000365561,8.24695e-37
0.02135,18.8671,0.00047812,6.29348e-37
0.0244,18.653,0.00054166,0
0.02745,18.0837,0.000565829,2.08133e-38
0.0305,16.6411,0.00052397,2.09158e-38
0.03355,13.2822,0.000406678,0
0.0366,7.14271,0.000212173,0
0.03965,1.81661,5.3019e-05,0
0.0427,0.148322,4.60895e-06,0
0.04575,0.0052153,2.08886e-07,0
0.0488,0.000173012,7.8553e-09,0
0.05185,6.18347e-06,2.83506e-10,0
0.0549,2.24947e-07,8.15714e-12,0
0.05795,8.18724e-09,5.2625e-13,0
0.061,2.95013e-10,1.99747e-13,0
0.06405,1.15366e-11,2.65048e-13,2.91558e-39
0.0671,-1.23255e-13,1.72003e-13,2.81447e-39
0.07015,5.04151e-13,4.26807e-13,0
0.0732,1.58771e-13,-1.1353e-13,0
0.07625,-2.22978e-13,6.78626e-14,0
0.0793,-2.89542e-13,5.84728e-14,0
0.08235,1.59459e-13,8.49347e-14,0
0.0854,1.13364e-13,-6.10342e-14,0
0.08845,-3.32224e-13,-7.08509e-14,0
0.0915,3.75406e-13,-1.81393e-13,0
0.09455,-3.6722e-13,-2.60355e-14,0
0.0976,-3.69781e-13,1.59626e-13,0
0.10065,-1.1882e-13,4.14002e-13,0
0.1037,-4.93556e-13,2.57364e-13,0
0.10675,-3.43337e-13,-1.39346e-19,0
0.1098,5.61711e-14,2.4328e-13,0
0.11285,5.97363e-13,-1.95905e-13,0
0.1159,-2.35586e-14,4.65223e-14,0
0.11895,-4.46608e-13,3.1413e-13,0
0.122,2.65124e-13,1.95477e-13,0
0.12505,-5.07556e-13,-1.55359e-13,-8.93403e-40
0.1281,-2.69398e-13,-1.87797e-14,-7.92295e-40
0.13115,6.42777e-13,-1.17371e-13,-6.91186e-40
0.1342,-2.61374e-13,-1.24628e-13,-5.90077e-40
0.13725,-4.26477e-13,2.67181e-13,0
0.1403,4.02946e-14,4.53696e-13,0
0.14335,-6.00429e-13,1.19165e-12,0
0.1464,-5.98722e-13,1.29792e-12,0
0.14945,3.50332e-13,2.37902e-12,0
0.152,5.11331e-13,3.42313e-12,0
