x,p,T
-0.152,68970,289
-0.14945,68970,289
-0.1464,68970,289
-0.14335,68970,289
-0.1403,68970,289
-0.13725,68970,289
-0.1342,68969.9,289
-0.13115,68969.9,289
-0.1281,68969.9,289
-0.12505,68969.8,289
-0.122,68969.6,289
-0.11895,68969.6,289
-0.1159,68969.4,289
-0.11285,68969.1,289
-0.1098,68968.7,289
-0.10675,68968.2,289
-0.1037,68967.5,289
-0.10065,68966.5,288.999
-0.0976,68965.1,288.999
-0.09455,68963.2,288.999
-0.0915,68960.6,288.998
-0.08845,68957,288.996
-0.0854,68952,288.995
-0.08235,68945.3,288.994
-0.0793,68936.1,288.99
-0.07625,68923.9,288.987
-0.0732,68907.3,288.981
-0.07015,68885.1,288.973
-0.0671,68855.6,288.963
-0.06405,68816.7,288.948
-0.061,68765.7,288.928
-0.05795,68699.3,288.9
-0.0549,68613.8,288.863
-0.05185,68504.4,288.812
-0.0488,68366.1,288.742
-0.04575,68193.4,288.649
-0.0427,67980.4,288.526
-0.03965,67721.9,288.366
-0.0366,67413.7,288.157
-0.03355,67053.6,287.89
-0.0305,66643.1,287.554
-0.02745,66188.7,287.14
-0.0244,65703.8,286.64
-0.02135,65210.3,286.055
-0.0183,64738.3,285.394
-0.01525,64325.5,284.684
-0.0122,64011.1,283.978
-0.00915,63824.9,283.343
-0.0061,63764.2,282.995
-0.00305,63776.5,282.739
-8.27181e-25,63781.9,286.418
0.00305,63796.9,292.665
0.0061,63846.5,295.282
0.00915,63858.2,295.35
0.0122,63768.1,294.829
0.01525,63551.6,294.091
0.0183,63220.8,293.304
0.02135,62805.8,292.546
0.0244,62343.7,291.856
0.02745,61869.6,291.257
0.0305,61411.6,290.756
0.03355,60989.2,290.348
0.0366,60613.5,290.023
0.03965,60289.1,289.769
0.0427,60015.7,289.573
0.04575,59789.9,289.424
0.0488,59606.6,289.312
0.05185,59460,289.228
0.0549,59344.2,289.166
0.05795,59253.8,289.12
0.061,59183.8,289.086
0.06405,59130.1,289.062
0.0671,59089.2,289.044
0.07015,59058.4,289.032
0.0732,59035.2,289.022
0.07625,59017.9,289.015
0.0793,59005,289.011
0.08235,58995.6,289.008
0.0854,58988.5,289.005
0.08845,58983.5,289.004
0.0915,58979.7,289.002
0.09455,58977,289.002
0.0976,58975,289.002
0.10065,58973.6,289.001
0.1037,58972.6,289.001
0.10675,58971.8,289
0.1098,58971.3,289
0.11285,58971,289
0.1159,58970.7,289
0.11895,58970.4,289
0.122,58970.3,289
0.12505,58970.2,289
0.1281,58970.1,289
0.13115,58970.1,289
0.1342,58970.1,289
0.13725,58970.1,289
0.1403,58970,289
0.14335,58970,289
0.1464,58970,289
0.14945,58970,289
0.152,58970,289
