x,p,T
-0.152,68970,289
-0.14945,68970,289
-0.1464,68970,289
-0.14335,68970,289
-0.1403,68970,289
-0.13725,68970,289
-0.1342,68970,289
-0.13115,68970,289
-0.1281,68970,289
-0.12505,68970,289
-0.122,68969.8,289
-0.11895,68969.4,289
-0.1159,68968.5,288.998
-0.11285,68966.4,288.996
-0.1098,68961.2,288.99
-0.10675,68949.6,288.976
-0.1037,68924.7,288.946
-0.10065,68873.9,288.886
-0.0976,68776.8,288.771
-0.09455,68608.9,288.571
-0.0915,68348.6,288.26
-0.08845,67979.4,287.819
-0.0854,67496.4,287.243
-0.08235,66914.2,286.547
-0.0793,66266.2,285.771
-0.07625,65599.4,284.973
-0.0732,64962.6,284.211
-0.07015,64392.6,283.527
-0.0671,63898.6,282.935
-0.06405,63493.3,282.449
-0.061,63209.9,282.109
-0.05795,63116.9,281.997
-0.0549,63184.2,282.076
-0.05185,63342.2,282.264
-0.0488,63553.5,282.515
-0.04575,63736.2,282.731
-0.0427,63888.4,282.913
-0.03965,63954.4,282.992
-0.0366,63925.8,282.958
-0.03355,63875.9,282.9
-0.0305,63811.7,282.825
-0.02745,63777.3,282.784
-0.0244,63768.2,282.775
-0.02135,63758.7,282.763
-0.0183,63766.6,282.775
-0.01525,63775.7,282.785
-0.0122,63765.6,282.775
-0.00915,63764.6,282.772
-0.0061,63782.5,282.799
-0.00305,63778.5,282.785
-8.27181e-25,63762.7,283.325
0.00305,63777.7,286.323
0.0061,63788.7,291.472
0.00915,63767.9,294.939
0.0122,63766.1,295.729
0.01525,63788.2,295.784
0.0183,63779.1,295.761
0.02135,63755.4,295.723
0.0244,63770.7,295.741
0.02745,63791.7,295.767
0.0305,63770.8,295.738
0.03355,63754.1,295.716
0.0366,63781.3,295.752
0.03965,63795.3,295.77
0.0427,63773.5,295.74
0.04575,63773.7,295.741
0.0488,63791.6,295.765
0.05185,63792.5,295.765
0.0549,63788.2,295.76
0.05795,63796.6,295.771
0.061,63815.2,295.797
0.06405,63828.6,295.816
0.0671,63837.3,295.829
0.07015,63848.4,295.845
0.0732,63895.1,295.91
0.07625,63959,295.998
0.0793,63973.9,296.018
0.08235,63525.3,295.386
0.0854,62209.9,293.532
0.08845,60766.5,291.504
0.0915,59893.8,290.284
0.09455,59431.4,289.641
0.0976,59193.9,289.311
0.10065,59075.2,289.146
0.1037,59017.8,289.067
0.10675,58990.9,289.029
0.1098,58978.8,289.012
0.11285,58973.7,289.005
0.1159,58971.5,289.002
0.11895,58970.6,289
0.122,58970.2,289
0.12505,58970.1,289
0.1281,58970,289
0.13115,58970,289
0.1342,58970,289
0.13725,58970,289
0.1403,58970,289
0.14335,58970,289
0.1464,58970,289
0.14945,58970,289
0.152,58970,289
