x,p,T
-0.152,68970,289
-0.14945,68970,289
-0.1464,68970,289
-0.14335,68970,289
-0.1403,68970,289
-0.13725,68969.9,289
-0.1342,68969.9,289
-0.13115,68969.7,289
-0.1281,68969.5,289
-0.12505,68969.1,289
-0.122,68968.5,288.999
-0.11895,68967.4,288.999
-0.1159,68965.6,288.997
-0.11285,68962.6,288.996
-0.1098,68957.8,288.993
-0.10675,68950.2,288.988
-0.1037,68938.2,288.98
-0.10065,68919.8,288.968
-0.0976,68892.1,288.949
-0.09455,68851.1,288.919
-0.0915,68791.8,288.875
-0.08845,68708,288.81
-0.0854,68592.5,288.716
-0.08235,68437.5,288.587
-0.0793,68235.2,288.409
-0.07625,67979.1,288.175
-0.0732,67665.2,287.874
-0.07015,67293.5,287.501
-0.0671,66869.6,287.055
-0.06405,66405.3,286.541
-0.061,65919.1,285.973
-0.05795,65435,285.375
-0.0549,64979.8,284.776
-0.05185,64580,284.212
-0.0488,64256.9,283.718
-0.04575,64022.4,283.322
-0.0427,63875.5,283.04
-0.03965,63802.4,282.868
-0.0366,63779.6,282.787
-0.03355,63780.9,282.766
-0.0305,63787,282.77
-0.02745,63790.7,282.778
-0.0244,63792.5,282.781
-0.02135,63793.6,282.781
-0.0183,63793.8,282.78
-0.01525,63791.9,282.778
-0.0122,63788.7,282.774
-0.00915,63785.6,282.765
-0.0061,63782.8,282.768
-0.00305,63779.2,282.74
-8.27181e-25,63775.9,283.871
0.00305,63775.7,288.17
0.0061,63780,293.236
0.00915,63784.9,295.444
0.0122,63786.5,295.722
0.01525,63787.3,295.727
0.0183,63788.8,295.728
0.02135,63789.9,295.731
0.0244,63790.8,295.733
0.02745,63791.5,295.736
0.0305,63792.4,295.742
0.03355,63795.8,295.755
0.0366,63805.8,295.781
0.03965,63823.5,295.808
0.0427,63840.9,295.808
0.04575,63837.6,295.736
0.0488,63783.8,295.541
0.05185,63648,295.191
0.0549,63407.5,294.679
0.05795,63057.3,294.032
0.061,62613.1,293.301
0.06405,62107.2,292.546
0.0671,61579.9,291.824
0.07015,61069.9,291.178
0.0732,60606.8,290.629
0.07625,60208.7,290.185
0.0793,59882.1,289.84
0.08235,59624.8,289.583
0.0854,59429.2,289.394
0.08845,59285.2,289.262
0.0915,59182,289.171
0.09455,59110,289.11
0.0976,59060.8,289.069
0.10065,59027.9,289.043
0.1037,59006.4,289.026
0.10675,58992.5,289.016
0.1098,58983.8,289.01
0.11285,58978.3,289.006
0.1159,58974.9,289.003
0.11895,58972.8,289.001
0.122,58971.6,289.001
0.12505,58970.9,289
0.1281,58970.5,289
0.13115,58970.3,289
0.1342,58970.2,289
0.13725,58970.1,289
0.1403,58970,289
0.14335,58970,289
0.1464,58970,289
0.14945,58970,289
0.152,58970,289
