x,U_0,U_1,U_2
-0.152,-9.79659e-07,2.54167e-07,0
-0.14945,-1.13384e-06,2.81998e-07,0
-0.1464,-8.76487e-07,8.60741e-07,0
-0.14335,1.608e-07,1.07137e-06,0
-0.1403,2.7253e-06,1.57308e-06,0
-0.13725,5.70409e-06,2.91096e-06,0
-0.1342,4.77664e-06,8.72054e-07,0
-0.13115,2.2062e-06,-4.29737e-06,0
-0.1281,-7.22334e-07,-8.23294e-06,0
-0.12505,-1.12987e-06,-7.24054e-06,0
-0.122,-2.3385e-06,-3.29564e-06,0
-0.11895,-7.18574e-06,-1.0929e-06,0
-0.1159,-7.87228e-06,-5.53851e-07,0
-0.11285,-4.2837e-06,-6.86513e-07,9.2949e-33
-0.1098,1.72023e-07,-4.60588e-07,9.2949e-33
-0.10675,3.02742e-06,1.02319e-06,0
-0.1037,2.95874e-06,2.34352e-06,0
-0.10065,2.04954e-06,1.96743e-06,0
-0.0976,3.20509e-06,4.86094e-07,0
-0.09455,9.19973e-06,-1.29494e-06,0
-0.0915,2.28086e-05,-5.04978e-06,0
-0.08845,2.86994e-05,-8.60862e-06,0
-0.0854,1.82133e-05,-1.02978e-05,0
-0.08235,3.91334e-06,-1.42345e-05,0
-0.0793,6.51878e-06,-3.29674e-05,0
-0.07625,2.14967e-05,-4.62331e-05,0
-0.0732,2.75141e-05,-4.4249e-05,0
-0.07015,2.46354e-05,-4.24108e-05,0
-0.0671,1.0454e-05,-2.96255e-05,0
-0.06405,3.25933e-07,-2.13594e-05,0
-0.061,4.186e-06,-2.32408e-05,0
-0.05795,2.02257e-05,-1.75933e-05,3.44782e-33
-0.0549,6.92326e-05,9.60844e-06,3.44782e-33
-0.05185,0.000204173,7.33643e-05,0
-0.0488,0.000544916,0.00020222,0
-0.04575,0.0012958,0.000455391,0
-0.0427,0.00427166,0.000896163,-1.28989e-32
-0.03965,0.0104591,0.00242629,-1.28989e-32
-0.0366,0.0243802,0.0045039,0
-0.03355,0.0555024,0.00679449,-5.13766e-33
-0.0305,0.142095,0.00221613,-5.13766e-33
-0.02745,0.337624,0.00367901,0
-0.0244,0.790249,0.00952376,0
-0.02135,1.65915,0.0165456,1.95541e-33
-0.0183,3.33181,0.0572638,1.95542e-33
-0.01525,6.40016,0.151341,0
-0.0122,10.5827,0.301526,0
-0.00915,14.4228,0.69854,0
-0.0061,16.1711,0.721436,0
-0.00305,16.3765,-0.175428,0
-8.27181e-25,16.5572,-0.776339,0
0.00305,16.3336,-0.509086,0
0.0061,15.1542,-0.403625,0
0.00915,13.4701,-0.501486,0
0.0122,11.0108,-0.345528,0
0.01525,7.80282,-0.0836292,3.65541e-33
0.0183,4.56072,0.0573326,7.85687e-33
0.02135,2.17719,0.0224514,4.20146e-33
0.0244,1.11323,0.0165852,0
0.02745,0.553031,0.0218961,-2.58903e-33
0.0305,0.236957,0.0148744,-2.58903e-33
0.03355,0.111843,0.00939802,0
0.0366,0.0462806,0.00456196,0
0.03965,0.0205217,0.00228325,0
0.0427,0.00893851,0.00120928,0
0.04575,0.00391307,0.000588235,0
0.0488,0.00169374,0.000258313,0
0.05185,0.000723583,0.000102575,0
0.0549,0.000293666,4.42516e-05,0
0.05795,0.000117636,1.73379e-05,0
0.061,4.65445e-05,7.33092e-06,0
0.06405,1.73045e-05,2.92761e-06,-1.04117e-33
0.0671,6.60873e-06,1.14398e-06,-1.04117e-33
0.07015,2.38808e-06,4.14165e-07,0
0.0732,8.74084e-07,1.50256e-07,0
0.07625,3.3077e-07,6.17602e-08,0
0.0793,1.39172e-07,4.40841e-08,0
0.08235,9.13123e-08,6.42988e-08,0
0.0854,8.5666e-08,1.15312e-07,0
0.08845,6.51484e-08,2.04438e-07,0
0.0915,-1.90925e-08,2.95685e-07,0
0.09455,-1.82682e-07,3.68426e-07,0
0.0976,-4.58944e-07,1.35629e-07,0
0.10065,-6.13185e-07,-2.24108e-07,0
0.1037,-4.27512e-07,-4.23692e-07,0
0.10675,-1.44761e-07,-6.38142e-07,0
0.1098,6.153e-08,-7.59284e-07,0
0.11285,2.54433e-07,-6.43569e-07,0
0.1159,3.17181e-07,-3.93314e-07,0
0.11895,1.77047e-07,-2.17242e-07,0
0.122,-6.06199e-08,-8.33801e-08,0
0.12505,-4.38245e-07,-2.95642e-10,7.94419e-34
0.1281,-7.49957e-07,1.48954e-08,7.9442e-34
0.13115,-4.52139e-07,5.63006e-08,-3.29775e-33
0.1342,-5.2774e-07,2.39718e-08,-3.29775e-33
0.13725,-1.68969e-06,-2.78389e-07,0
0.1403,-1.41074e-06,-9.95453e-07,0
0.14335,5.50662e-07,-1.60483e-06,0
0.1464,1.96202e-06,-1.40622e-06,0
0.14945,1.37089e-06,-1.02754e-06,0
0.152,5.02741e-07,-9.86236e-07,0
