x,p,T,maxKappa,minKappa
-0.152,68970,289,4.40266e-13,1.38891e-13
-0.14945,68970,289,2.68562e-12,8.47236e-13
-0.1464,68970,289,1.99655e-12,4.5656e-13
-0.14335,68970,289,1.58638e-12,2.35927e-13
-0.1403,68970,289,1.20651e-12,2.17665e-13
-0.13725,68970,289,1.01691e-12,1.31215e-13
-0.1342,68970,289,6.72261e-13,5.30062e-14
-0.13115,68970,289,1.12708e-12,8.52622e-14
-0.1281,68970,289,1.95761e-12,4.92195e-13
-0.12505,68970,289,1.80435e-12,6.44456e-13
-0.122,68970,289,2.57293e-12,4.20741e-13
-0.11895,68970,289,2.50894e-12,3.12948e-13
-0.1159,68970,289,1.72269e-12,1.89677e-13
-0.11285,68970,289,2.49127e-12,2.41978e-13
-0.1098,68970,289,1.89054e-12,2.14584e-13
-0.10675,68970,289,1.92588e-12,1.00443e-13
-0.1037,68970,289,2.36759e-12,2.46543e-13
-0.10065,68970,289,2.42943e-12,4.24602e-13
-0.0976,68970,289,1.89013e-12,2.98955e-13
-0.09455,68970,289,1.50142e-12,1.80249e-13
-0.0915,68970,289,1.64318e-12,2.64805e-13
-0.08845,68970,289,1.79336e-12,4.06339e-13
-0.0854,68970,289,1.59017e-12,4.2193e-13
-0.08235,68970,289,1.25447e-12,2.21043e-13
-0.0793,68970,289,1.63435e-12,1.00444e-13
-0.07625,68970,289,1.87287e-12,1.20896e-13
-0.0732,68970,289,1.97888e-12,1.80249e-13
-0.07015,68970,289,1.35967e-12,2.43574e-13
-0.0671,68970,289,1.11631e-12,2.59164e-13
-0.06405,68970,289,1.33316e-12,1.89083e-13
-0.061,68970,289,1.59418e-12,1.27837e-13
-0.05795,68970,289,1.95238e-12,2.97767e-13
-0.0549,68970,289,1.76686e-12,3.9821e-13
-0.05185,68970,289,2.04955e-12,2.62727e-13
-0.0488,68970,289,1.59967e-12,9.8365e-14
-0.04575,68970,289,1.80286e-12,9.58781e-14
-0.0427,68970,289,2.11139e-12,1.78059e-13
-0.03965,68970,289,1.51066e-12,1.64363e-13
-0.0366,68970,289,1.07762e-11,2.55674e-13
-0.03355,68970,289,4.50614e-09,9.24407e-13
-0.0305,68970,289,2.41186e-06,7.94205e-12
-0.02745,68969.9,289,0.00101846,8.18982e-10
-0.0244,68954.6,288.981,0.115645,5.16031e-07
-0.02135,68617,288.492,0.614629,5.89188e-06
-0.0183,67398.7,286.918,1,8.58967e-06
-0.01525,65702,284.787,1,7.72138e-06
-0.0122,64475.6,283.255,1,6.08246e-06
-0.00915,63919.8,282.737,1,3.39773e-06
-0.0061,63719.6,283.117,1,3.17983e-06
-0.00305,63673.6,284.699,1,3.1811e-06
-8.27181e-25,63751.8,287.872,1,2.87772e-06
0.00305,63810,291.596,1,2.417e-06
0.0061,63775.7,294.15,1,4.52012e-06
0.00915,63683.7,295.172,1,8.89937e-06
0.0122,63372.4,295.163,1,8.9946e-06
0.01525,62507.7,294.123,1,3.98988e-06
0.0183,60986.6,292.053,1,4.94383e-06
0.02135,59566.1,289.978,0.834657,5.24116e-06
0.0244,59015.1,289.075,0.339677,1.06788e-06
0.02745,58970.4,289,0.00503344,3.19388e-08
0.0305,58970,289,1.33098e-05,1.07509e-10
0.03355,58970,289,2.39198e-08,1.67404e-12
0.0366,58970,289,4.07818e-11,6.85323e-13
0.03965,58970,289,2.05117e-12,3.42185e-13
0.0427,58970,289,2.46945e-12,1.9434e-13
0.04575,58970,289,1.89969e-12,1.34256e-13
0.0488,58970,289,1.24358e-12,1.9625e-13
0.05185,58970,289,1.67385e-12,1.60087e-13
0.0549,58970,289,1.54986e-12,1.38315e-13
0.05795,58970,289,1.33288e-12,1.51664e-13
0.061,58970,289,1.63636e-12,2.24686e-13
0.06405,58970,289,2.32346e-12,3.68861e-13
0.0671,58970,289,2.99639e-12,2.92649e-13
0.07015,58970,289,2.9189e-12,1.59154e-13
0.0732,58970,289,3.01189e-12,2.45633e-13
0.07625,58970,289,2.49527e-12,3.79129e-13
0.0793,58970,289,2.05098e-12,3.49825e-13
0.08235,58970,289,1.96832e-12,2.91086e-13
0.0854,58970,289,1.93277e-12,3.2573e-13
0.08845,58970,289,2.08007e-12,1.49515e-13
0.0915,58970,289,2.26027e-12,1.84224e-13
0.09455,58970,289,2.12847e-12,2.42962e-13
0.0976,58970,289,2.31962e-12,1.09467e-13
0.10065,58970,289,2.29503e-12,2.02914e-13
0.1037,58970,289,1.96439e-12,3.76003e-13
0.10675,58970,289,1.60261e-12,3.54643e-13
0.1098,58970,289,2.71334e-12,2.35365e-13
0.11285,58970,289,3.12555e-12,2.86572e-13
0.1159,58970,289,1.89599e-12,4.54364e-13
0.11895,58970,289,1.76684e-12,5.12624e-13
0.122,58970,289,1.20446e-12,2.63627e-13
0.12505,58970,289,1.69008e-12,1.56831e-13
0.1281,58970,289,2.11298e-12,1.65535e-13
0.13115,58970,289,3.04289e-12,5.87382e-14
0.1342,58970,289,2.63343e-12,5.33984e-14
0.13725,58970,289,2.80908e-12,2.76695e-13
0.1403,58970,289,3.30636e-12,6.85191e-13
0.14335,58970,289,2.60377e-12,9.87869e-13
0.1464,58970,289,2.33877e-12,6.88557e-13
0.14945,58970,289,2.13728e-12,1.56549e-13
0.152,58970,289,3.50375e-13,2.56637e-14
