x,p,T
-0.152,68970,289
-0.14945,68970,289
-0.1464,68970,289
-0.14335,68970,289
-0.1403,68970,289
-0.13725,68970,289
-0.1342,68970,289
-0.13115,68970,289
-0.1281,68970,289
-0.12505,68970,289
-0.122,68970,289
-0.11895,68970,289
-0.1159,68970,289
-0.11285,68970,289
-0.1098,68970,289
-0.10675,68969.9,289
-0.1037,68969.9,289
-0.10065,68969.6,289
-0.0976,68968.9,288.999
-0.09455,68967.1,288.996
-0.0915,68962.4,288.991
-0.08845,68951,288.98
-0.0854,68925,288.952
-0.08235,68869.6,288.891
-0.0793,68758.6,288.767
-0.07625,68553.4,288.538
-0.0732,68206.9,288.144
-0.07015,67683.8,287.54
-0.0671,66998.6,286.736
-0.06405,66222.5,285.812
-0.061,65441.8,284.87
-0.05795,64736.4,284.01
-0.0549,64179.4,283.319
-0.05185,63821.4,282.865
-0.0488,63676.1,282.666
-0.04575,63681.8,282.664
-0.0427,63708.2,282.698
-0.03965,63722.9,282.716
-0.0366,63738.8,282.737
-0.03355,63742.8,282.742
-0.0305,63747.9,282.749
-0.02745,63751.8,282.754
-0.0244,63756,282.759
-0.02135,63759.6,282.764
-0.0183,63762.7,282.768
-0.01525,63765.6,282.771
-0.0122,63767.4,282.776
-0.00915,63768.8,282.775
-0.0061,63770.4,282.785
-0.00305,63771.5,282.776
-8.27181e-25,63772.1,283.781
0.00305,63771.7,287.866
0.0061,63771,293.042
0.00915,63771.7,295.459
0.0122,63771.8,295.756
0.01525,63773.3,295.75
0.0183,63774.7,295.741
0.02135,63775.8,295.739
0.0244,63775.6,295.737
0.02745,63774,295.735
0.0305,63779.2,295.742
0.03355,63781.7,295.744
0.0366,63777.1,295.737
0.03965,63780.5,295.741
0.0427,63775.3,295.732
0.04575,63775.6,295.738
0.0488,63812.5,295.788
0.05185,63796.6,295.753
0.0549,63720.5,295.654
0.05795,63799.5,295.794
0.061,63981.2,296.024
0.06405,63654.1,295.442
0.0671,62490.1,293.716
0.07015,61117.8,291.822
0.0732,60141.8,290.522
0.07625,59565,289.766
0.0793,59254.6,289.364
0.08235,59099,289.163
0.0854,59025.6,289.07
0.08845,58992.9,289.029
0.0915,58979,289.011
0.09455,58973.4,289.004
0.0976,58971.2,289.002
0.10065,58970.4,289
0.1037,58970.2,289
0.10675,58970.1,289
0.1098,58970,289
0.11285,58970,289
0.1159,58970,289
0.11895,58970,289
0.122,58970,289
0.12505,58970,289
0.1281,58970,289
0.13115,58970,289
0.1342,58970,289
0.13725,58970,289
0.1403,58970,289
0.14335,58970,289
0.1464,58970,289
0.14945,58970,289
0.152,58970,289
