x,U_0,U_1,U_2
-0.152,5.37253e-07,-1.22663e-06,0
-0.14945,1.37257e-06,-9.67075e-07,0
-0.1464,3.59792e-06,-6.83906e-07,0
-0.14335,6.35423e-06,-8.90799e-07,0
-0.1403,8.51625e-06,-5.10642e-07,0
-0.13725,1.42748e-05,3.42046e-07,0
-0.1342,2.84214e-05,6.31418e-07,0
-0.13115,4.49147e-05,1.62387e-06,0
-0.1281,6.72403e-05,1.06422e-06,0
-0.12505,0.000114964,-1.77574e-06,0
-0.122,0.000176353,-1.82533e-06,0
-0.11895,0.000271526,1.78493e-06,0
-0.1159,0.000428055,7.64568e-07,0
-0.11285,0.000661922,-4.19118e-06,1.66723e-32
-0.1098,0.00111847,-2.58866e-06,1.66723e-32
-0.10675,0.00150925,-1.78121e-06,0
-0.1037,0.00235513,5.51197e-06,0
-0.10065,0.00351243,6.3577e-05,0
-0.0976,0.00502864,0.000153333,0
-0.09455,0.00757541,0.000207027,0
-0.0915,0.0112713,0.000271474,0
-0.08845,0.0168304,0.000270303,0
-0.0854,0.0250797,-0.000142914,0
-0.08235,0.0370438,-0.000475162,0
-0.0793,0.0534782,-0.000256151,0
-0.07625,0.076843,4.41362e-05,0
-0.0732,0.108908,0.000422616,0
-0.07015,0.156076,-0.000351555,0
-0.0671,0.215228,-0.00192744,0
-0.06405,0.31174,-0.000698473,0
-0.061,0.399694,0.00268488,0
-0.05795,0.591491,0.00730779,3.01786e-32
-0.0549,0.802392,0.00907304,3.01786e-32
-0.05185,1.06834,0.0014463,0
-0.0488,1.43304,-0.00418933,0
-0.04575,1.86738,-0.00931746,0
-0.0427,2.47851,-0.0245002,-1.49652e-32
-0.03965,3.20021,-0.026635,-1.49652e-32
-0.0366,4.10428,0.00953441,0
-0.03355,5.24058,0.0347912,-1.32205e-32
-0.0305,6.68025,-0.00349899,-1.32205e-32
-0.02745,8.42316,0.0257351,0
-0.0244,10.2672,0.141163,0
-0.02135,12.2311,0.226745,2.42773e-34
-0.0183,14.1059,0.372077,2.42777e-34
-0.01525,15.424,0.54816,0
-0.0122,16.7426,0.459446,0
-0.00915,17.1828,0.419232,0
-0.0061,17.2364,0.686794,0
-0.00305,17.2035,0.541076,0
-8.27181e-25,16.0362,0.200047,0
0.00305,16.447,0.0425939,0
0.0061,17.2219,-0.0172002,0
0.00915,17.0091,-0.0747082,0
0.0122,17.041,-0.125468,0
0.01525,16.5312,-0.0113305,2.23454e-32
0.0183,15.4254,0.0137529,2.88265e-32
0.02135,14.05,0.12201,6.48107e-33
0.0244,12.1739,0.143655,0
0.02745,10.2978,-0.0143117,-1.44246e-32
0.0305,8.56026,0.0268874,-1.44246e-32
0.03355,6.68342,0.075466,0
0.0366,5.33151,-0.00472177,0
0.03965,4.06265,-0.0715181,0
0.0427,3.06505,-0.083862,0
0.04575,2.40846,-0.0314359,0
0.0488,1.75332,-0.00848767,0
0.05185,1.30461,-0.0500786,0
0.0549,0.943264,-0.0657627,0
0.05795,0.672947,-0.0416261,0
0.061,0.479893,-0.0180108,0
0.06405,0.330605,-0.00724006,5.24081e-33
0.0671,0.24148,-0.00313245,5.2408e-33
0.07015,0.170629,0.000103706,0
0.0732,0.116976,0.000782988,0
0.07625,0.0834053,-0.000873933,0
0.0793,0.0554632,-0.00174398,0
0.08235,0.0394313,-0.0021074,0
0.0854,0.0282493,-0.00200251,0
0.08845,0.0197475,-0.000949824,0
0.0915,0.0133237,-0.00049414,0
0.09455,0.00905135,-0.000395146,0
0.0976,0.00620993,-0.000162653,0
0.10065,0.00383459,-1.35627e-05,0
0.1037,0.00278836,3.23456e-06,0
0.10675,0.00188613,1.59056e-05,0
0.1098,0.00115774,6.40202e-07,0
0.11285,0.000806247,-1.29712e-05,0
0.1159,0.000516064,-4.02136e-06,0
0.11895,0.000340643,-6.57922e-08,0
0.122,0.000229222,-4.32115e-07,0
0.12505,0.000163162,-2.07286e-06,8.14048e-33
0.1281,9.49648e-05,-2.92688e-06,8.14049e-33
0.13115,6.59235e-05,-2.81948e-06,8.26899e-33
0.1342,4.29937e-05,-2.12809e-06,8.26899e-33
0.13725,2.68456e-05,-6.75435e-07,0
0.1403,1.79677e-05,-4.99647e-07,0
0.14335,1.14748e-05,-5.46668e-07,0
0.1464,6.47355e-06,-3.20729e-07,0
0.14945,2.51967e-06,-1.74892e-07,0
0.152,8.37837e-07,-1.59524e-07,0
