x,p,T,maxKappa,minKappa
-0.152,68970,289,0.0812772,0.0210023
-0.14945,68970,289,0.495791,0.128114
-0.1464,68970,289,0.495791,0.128114
-0.14335,68970,289,0.495791,0.128114
-0.1403,68970,289,0.495791,0.128114
-0.13725,68970,289,0.495791,0.128114
-0.1342,68970,289,0.495791,0.128114
-0.13115,68970,289,0.495791,0.128114
-0.1281,68970,289,0.495791,0.128114
-0.12505,68970,289,0.495791,0.128114
-0.122,68969.9,289,0.495791,0.128114
-0.11895,68969.9,289,0.495791,0.128114
-0.1159,68969.8,289,0.495791,0.128114
-0.11285,68969.8,289,0.495791,0.128114
-0.1098,68969.7,289,0.495791,0.128114
-0.10675,68969.6,289,0.495791,0.128114
-0.1037,68969.4,289,0.495792,0.128114
-0.10065,68969.1,289,0.495792,0.128114
-0.0976,68968.6,289,0.495792,0.128114
-0.09455,68967.9,289,0.495792,0.128114
-0.0915,68966.9,288.999,0.495793,0.128114
-0.08845,68965.3,288.999,0.495793,0.128114
-0.0854,68963.1,288.998,0.495794,0.128114
-0.08235,68960,288.998,0.495795,0.128115
-0.0793,68955.8,288.997,0.495797,0.128115
-0.07625,68949.8,288.995,0.4958,0.128116
-0.0732,68941.3,288.992,0.495805,0.128117
-0.07015,68929.6,288.989,0.495811,0.128118
-0.0671,68913.8,288.983,0.49582,0.12812
-0.06405,68892,288.975,0.495834,0.128123
-0.061,68859.7,288.964,0.495854,0.128127
-0.05795,68814.9,288.947,0.495884,0.128133
-0.0549,68758.5,288.923,0.495925,0.128142
-0.05185,68684.5,288.89,0.495981,0.128154
-0.0488,68587.2,288.839,0.496068,0.128171
-0.04575,68454.1,288.77,0.496186,0.128198
-0.0427,68277.9,288.682,0.496337,0.128232
-0.03965,68064.7,288.554,0.496558,0.128278
-0.0366,67805.9,288.387,0.496849,0.128343
-0.03355,67458.5,288.184,0.497204,0.128424
-0.0305,67010.8,287.897,0.4977,0.128527
-0.02745,66498.5,287.458,0.498457,0.128681
-0.0244,65940.3,286.899,0.499424,0.128904
-0.02135,65358.3,286.215,0.500552,0.129183
-0.0183,64776.7,285.331,0.502095,0.129535
-0.01525,64220.2,284.443,0.503766,0.129961
-0.0122,63806.4,283.792,0.505003,0.13032
-0.00915,63570,283.281,0.505873,0.130346
-0.0061,63519.6,283.45,0.504487,0.130323
-0.00305,63596,283.975,0.502875,0.129511
-8.27181e-25,63698.3,287.096,0.498157,0.127505
0.00305,63768.5,291.915,0.490603,0.126019
0.0061,63833.1,294.23,0.48697,0.125574
0.00915,63876.5,294.875,0.485782,0.125507
0.0122,63788.9,294.701,0.486131,0.125507
0.01525,63572.6,293.959,0.487435,0.125711
0.0183,63202.2,293.115,0.488823,0.126118
0.02135,62716.2,292.334,0.490123,0.126486
0.0244,62185,291.623,0.491331,0.126808
0.02745,61663.5,291.001,0.492394,0.127103
0.0305,61181.8,290.496,0.493241,0.127352
0.03355,60717.9,290.089,0.493926,0.12755
0.0366,60309.8,289.775,0.494463,0.127709
0.03965,59990.4,289.555,0.494839,0.127827
0.0427,59730.2,289.393,0.495118,0.127909
0.04575,59530.2,289.277,0.495318,0.127968
0.0488,59386.8,289.192,0.495464,0.128011
0.05185,59281.7,289.129,0.495571,0.128045
0.0549,59197.9,289.089,0.495639,0.128067
0.05795,59132.8,289.062,0.495685,0.128081
0.061,59085.3,289.043,0.495718,0.128091
0.06405,59050.9,289.029,0.495742,0.128098
0.0671,59026.9,289.019,0.495759,0.128103
0.07015,59010.5,289.013,0.495769,0.128107
0.0732,58998.5,289.009,0.495777,0.128109
0.07625,58989.8,289.006,0.495781,0.12811
0.0793,58983.5,289.004,0.495785,0.128111
0.08235,58979.1,289.003,0.495787,0.128113
0.0854,58976.3,289.001,0.495788,0.128113
0.08845,58974.4,289.001,0.49579,0.128113
0.0915,58973.1,289.001,0.49579,0.128113
0.09455,58972.1,289,0.495791,0.128114
0.0976,58971.5,289,0.495791,0.128114
0.10065,58971,289,0.495791,0.128114
0.1037,58970.6,289,0.495791,0.128114
0.10675,58970.4,289,0.495791,0.128114
0.1098,58970.3,289,0.495791,0.128114
0.11285,58970.2,289,0.495791,0.128114
0.1159,58970.1,289,0.495791,0.128114
0.11895,58970.1,289,0.495791,0.128114
0.122,58970.1,289,0.495791,0.128114
0.12505,58970,289,0.495791,0.128114
0.1281,58970,289,0.495791,0.128114
0.13115,58970,289,0.495791,0.128114
0.1342,58970,289,0.495791,0.128114
0.13725,58970,289,0.495791,0.128114
0.1403,58970,289,0.495791,0.128114
0.14335,58970,289,0.495791,0.128114
0.1464,58970,289,0.495791,0.128114
0.14945,58970,289,0.495791,0.128114
0.152,58970,289,0.0812772,0.0210023
