x,U_0,U_1,U_2
-0.152,-5.26114e-06,-2.51051e-05,0
-0.14945,-6.19897e-06,-3.2618e-05,0
-0.1464,-5.21586e-06,-5.20228e-05,0
-0.14335,-7.01386e-07,-8.05894e-05,0
-0.1403,1.33138e-05,-9.38248e-05,0
-0.13725,1.48977e-05,-8.97779e-05,0
-0.1342,4.20369e-05,-5.79661e-05,0
-0.13115,0.000217913,3.10887e-05,0
-0.1281,-1.09822e-05,0.000252587,0
-0.12505,-0.00034757,0.000388674,0
-0.122,-0.000129649,0.000250976,0
-0.11895,0.000177599,8.32467e-05,0
-0.1159,0.000230927,-6.47117e-06,0
-0.11285,0.000118172,-2.86652e-05,1.11539e-32
-0.1098,3.94465e-05,1.27754e-05,1.11539e-32
-0.10675,-2.52638e-06,2.42423e-05,0
-0.1037,2.09774e-05,6.37779e-06,0
-0.10065,9.08796e-05,2.16802e-05,0
-0.0976,0.000150896,3.25998e-05,0
-0.09455,0.000195834,4.32367e-05,0
-0.0915,0.000241396,7.16716e-05,0
-0.08845,0.000261634,6.12679e-05,0
-0.0854,0.00013981,-4.15362e-05,0
-0.08235,-0.000141218,-0.000238526,0
-0.0793,-0.000127691,-0.00039247,0
-0.07625,0.000344088,-0.00055016,0
-0.0732,0.000692726,-0.00059253,0
-0.07015,0.000634775,-0.000403762,0
-0.0671,0.000367842,-0.000219087,0
-0.06405,9.17821e-05,-5.01361e-05,0
-0.061,-0.000288607,-7.35421e-05,0
-0.05795,-0.000425867,-0.00014708,7.35887e-34
-0.0549,0.000213829,-1.91415e-06,7.35886e-34
-0.05185,0.000879323,0.000241342,0
-0.0488,0.000890284,0.000296386,0
-0.04575,0.00176297,-6.09671e-05,0
-0.0427,0.00412032,-0.000199449,-1.1343e-32
-0.03965,0.00747966,-0.000523467,-1.1343e-32
-0.0366,0.0166247,-5.52868e-05,0
-0.03355,0.031562,-0.00775092,-9.1819e-33
-0.0305,0.122448,-0.0145798,-9.18191e-33
-0.02745,0.269138,-0.018513,0
-0.0244,0.686229,-0.0373946,0
-0.02135,1.79817,-0.056839,1.09504e-32
-0.0183,3.73217,-0.0365534,1.09504e-32
-0.01525,6.36284,0.0541135,0
-0.0122,10.2899,0.183387,0
-0.00915,13.7953,0.322231,0
-0.0061,15.2047,0.295187,0
-0.00305,15.9592,0.0931239,0
-8.27181e-25,16.3641,-0.058957,0
0.00305,16.0796,-0.102498,0
0.0061,15.108,-0.119737,0
0.00915,13.7868,-0.129629,0
0.0122,11.6372,-0.0818836,0
0.01525,8.13732,0.0364082,-4.47033e-34
0.0183,4.61009,0.0913324,-9.70627e-34
0.02135,2.37427,0.0500399,-5.23595e-34
0.0244,1.16891,0.025724,0
0.02745,0.503772,0.00522591,2.47507e-33
0.0305,0.228568,-0.00140154,2.47507e-33
0.03355,0.0942181,-0.000341764,0
0.0366,0.0406842,3.10275e-05,0
0.03965,0.0176728,4.22593e-05,0
0.0427,0.0070732,2.12103e-05,0
0.04575,0.00280367,2.07485e-05,0
0.0488,0.0010745,3.29554e-05,0
0.05185,0.000402732,1.76519e-05,0
0.0549,0.000128041,8.03453e-06,0
0.05795,2.34728e-05,3.33878e-06,0
0.061,6.2711e-06,1.05701e-06,0
0.06405,5.45171e-06,4.02323e-07,1.02878e-32
0.0671,3.77231e-06,2.98636e-07,1.02878e-32
0.07015,2.45072e-06,1.11151e-07,0
0.0732,1.41163e-06,5.89174e-08,0
0.07625,6.79696e-07,2.47325e-08,0
0.0793,3.17462e-07,7.13549e-09,0
0.08235,1.36971e-07,9.68083e-10,0
0.0854,5.25445e-08,6.48984e-10,0
0.08845,2.14743e-08,5.73321e-10,0
0.0915,8.7108e-09,3.0834e-10,0
0.09455,3.29054e-09,3.86789e-11,0
0.0976,8.01058e-10,-4.59793e-12,0
0.10065,-6.74615e-10,-3.80028e-11,0
0.1037,-2.70193e-09,-7.17448e-11,0
0.10675,-6.9864e-09,1.37229e-11,0
0.1098,-1.58178e-08,1.76763e-11,0
0.11285,-3.75228e-08,-1.21436e-10,0
0.1159,-8.45683e-08,1.74621e-09,0
0.11895,-1.63703e-07,8.29903e-09,0
0.122,-3.51028e-07,3.12241e-08,0
0.12505,-5.54681e-07,8.62653e-08,7.46027e-33
0.1281,-9.12259e-07,2.32644e-07,7.46027e-33
0.13115,-1.4466e-06,4.25452e-07,8.94197e-34
0.1342,-2.31475e-07,4.98049e-07,8.94197e-34
0.13725,2.53804e-06,4.67862e-07,0
0.1403,4.43725e-06,1.59882e-06,0
0.14335,3.14951e-06,2.45454e-06,0
0.1464,4.8527e-07,1.26799e-06,0
0.14945,-3.80505e-07,3.02093e-07,0
0.152,-4.43295e-07,2.40075e-07,0
