x,p,T
-0.152,68969.4,289
-0.14945,68969.3,289
-0.1464,68968.9,289
-0.14335,68968.3,288.999
-0.1403,68967.2,288.999
-0.13725,68965.6,288.998
-0.1342,68962.8,288.996
-0.13115,68958.5,288.993
-0.1281,68951.9,288.988
-0.12505,68942,288.981
-0.122,68927.1,288.971
-0.11895,68905.2,288.956
-0.1159,68873.7,288.932
-0.11285,68829,288.898
-0.1098,68767.1,288.848
-0.10675,68683,288.779
-0.1037,68571.1,288.684
-0.10065,68425.7,288.556
-0.0976,68241.4,288.389
-0.09455,68013.8,288.174
-0.0915,67740.1,287.906
-0.08845,67420.3,287.582
-0.0854,67057.6,287.199
-0.08235,66659.4,286.762
-0.0793,66236.8,286.278
-0.07625,65804.6,285.762
-0.0732,65380.4,285.232
-0.07015,64982.7,284.71
-0.0671,64629.2,284.221
-0.06405,64334.1,283.786
-0.061,64106,283.424
-0.05795,63946.3,283.148
-0.0549,63848.6,282.957
-0.05185,63800.2,282.843
-0.0488,63784.3,282.789
-0.04575,63784.4,282.774
-0.0427,63788.2,282.776
-0.03965,63790.8,282.781
-0.0366,63792.1,282.784
-0.03355,63792.5,282.784
-0.0305,63792.2,282.784
-0.02745,63791.9,282.782
-0.0244,63791.8,282.782
-0.02135,63790.8,282.781
-0.0183,63788.7,282.778
-0.01525,63786.2,282.773
-0.0122,63784.2,282.769
-0.00915,63782.2,282.76
-0.0061,63780,282.761
-0.00305,63778,282.744
-8.27181e-25,63776.4,283.396
0.00305,63774.9,286.609
0.0061,63775.7,291.705
0.00915,63780.1,294.957
0.0122,63783.1,295.686
0.01525,63783.5,295.721
0.0183,63784.1,295.721
0.02135,63785,295.723
0.0244,63785.7,295.725
0.02745,63786.6,295.729
0.0305,63787.9,295.732
0.03355,63789.2,295.735
0.0366,63790.6,295.736
0.03965,63791.7,295.738
0.0427,63792.6,295.741
0.04575,63794.7,295.749
0.0488,63799.8,295.764
0.05185,63809.9,295.786
0.0549,63823.7,295.802
0.05795,63833.7,295.791
0.061,63824.8,295.724
0.06405,63776.3,295.565
0.0671,63665.8,295.287
0.07015,63475.2,294.88
0.0732,63195.8,294.352
0.07625,62832.3,293.731
0.0793,62402.6,293.058
0.08235,61933.8,292.38
0.0854,61456.1,291.734
0.08845,60997.7,291.153
0.0915,60580.1,290.652
0.09455,60216.7,290.238
0.0976,59912.7,289.907
0.10065,59667.4,289.651
0.1037,59475.4,289.458
0.10675,59329.3,289.317
0.1098,59220.9,289.215
0.11285,59142.2,289.144
0.1159,59086.4,289.095
0.11895,59047.4,289.062
0.122,59020.8,289.039
0.12505,59002.9,289.025
0.1281,58991,289.015
0.13115,58983.2,289.01
0.1342,58978.2,289.005
0.13725,58975.1,289.004
0.1403,58973.2,289.002
0.14335,58971.9,289.001
0.1464,58971.2,289.001
0.14945,58970.8,289
0.152,58970.7,289
